COMMON_NAME,SCIENTIFIC_NAME,TipLabel,class,order,family,adult_body_mass_g,female_body_mass_g,male_body_mass_g
Greater Yellow-headed Vulture,Cathartes melambrotus,Cathartes_melambrotus,Aves,Accipitriformes,Cathartidae,1344,-999,-999
Black Vulture,Coragyps atratus,Coragyps_atratus,Aves,Accipitriformes,Cathartidae,2080.5,2103.75,2065
California Condor,Gymnogyps californianus,Gymnogyps_californianus,Aves,Accipitriformes,Cathartidae,8800,8100,8800
King Vulture,Sarcoramphus papa,Sarcoramphus_papa,Aves,Accipitriformes,Cathartidae,3402.5,-999,-999
Andean Condor,Vultur gryphus,Vultur_gryphus,Aves,Accipitriformes,Cathartidae,10500,10100,12125
Western Osprey,Pandion haliaetus,Pandion_haliaetus,Aves,Accipitriformes,Pandionidae,1527.5,1627,1428
Secretarybird,Sagittarius serpentarius,Sagittarius_serpentarius,Aves,Accipitriformes,Sagittariidae,3900,3405,3809
Mandarin Duck,Aix galericulata,Aix_galericulata,Aves,Anseriformes,Anatidae,560,512,628
Wood Duck,Aix sponsa,Aix_sponsa,Aves,Anseriformes,Anatidae,657.5,637,680
Egyptian Goose,Alopochen aegyptiaca,Alopochen_aegyptiaca,Aves,Anseriformes,Anatidae,1900,1650,1974
Brazilian Teal,Amazonetta brasiliensis,Amazonetta_brasiliensis,Aves,Anseriformes,Anatidae,400,370,430
Northern Pintail,Anas acuta,Anas_acuta,Aves,Anseriformes,Anatidae,872.25,861.75,930
American Wigeon,Anas americana,Anas_americana,Aves,Anseriformes,Anatidae,786,710,792
Andean Teal,Anas andium,Anas_andium,Aves,Anseriformes,Anatidae,420.25,394,439.5
Auckland Teal,Anas aucklandica,Anas_aucklandica,Aves,Anseriformes,Anatidae,493.25,410,521
White-cheeked Pintail,Anas bahamensis,Anas_bahamensis,Aves,Anseriformes,Anatidae,532.5,543.25,518.25
Bernier's Teal,Anas bernieri,Anas_bernieri,Aves,Anseriformes,Anatidae,362.5,359.5,380
Cape Teal,Anas capensis,Anas_capensis,Aves,Anseriformes,Anatidae,403.3333333,380,419
Chestnut Teal,Anas castanea,Anas_castanea,Aves,Anseriformes,Anatidae,590,591.5,671.5
Brown Teal,Anas chlorotis,Anas_chlorotis,Aves,Anseriformes,Anatidae,500,410,521
Northern Shoveler,Anas clypeata,Anas_clypeata,Aves,Anseriformes,Anatidae,613,590,636
Eurasian Teal,Anas crecca,Anas_crecca,Aves,Anseriformes,Anatidae,343.8,323.5,358.6666667
Cinnamon Teal,Anas cyanoptera,Anas_cyanoptera,Aves,Anseriformes,Anatidae,383,365.25,395.5
Blue-winged Teal,Anas discors,Anas_discors,Aves,Anseriformes,Anatidae,398.5,395,402
Eaton's Pintail,Anas eatoni,Anas_eatoni,Aves,Anseriformes,Anatidae,841,857.5,927.5
Red-billed Teal,Anas erythrorhyncha,Anas_erythrorhyncha,Aves,Anseriformes,Anatidae,577.25,539.75,589.5
Falcated Duck,Anas falcata,Anas_falcata,Aves,Anseriformes,Anatidae,649,585,713
Yellow-billed Teal,Anas flavirostris,Anas_flavirostris,Aves,Anseriformes,Anatidae,420.25,394,439.5
Baikal Teal,Anas formosa,Anas_formosa,Aves,Anseriformes,Anatidae,435.5,431,437
Mottled Duck,Anas fulvigula,Anas_fulvigula,Aves,Anseriformes,Anatidae,1082,1095,1142
Yellow-billed Pintail,Anas georgica,Anas_georgica,Aves,Anseriformes,Anatidae,585.6666667,535,670
Sunda Teal,Anas gibberifrons,Anas_gibberifrons,Aves,Anseriformes,Anatidae,481.75,469,508
Grey Teal,Anas gracilis,Anas_gracilis,Aves,Anseriformes,Anatidae,488.75,469,508
Hottentot Teal,Anas hottentota,Anas_hottentota,Aves,Anseriformes,Anatidae,240,240,-999
Laysan Duck,Anas laysanensis,Anas_laysanensis,Aves,Anseriformes,Anatidae,1082,1095,1142
Philippine Duck,Anas luzonica,Anas_luzonica,Aves,Anseriformes,Anatidae,866.75,779,906
Meller's Duck,Anas melleri,Anas_melleri,Aves,Anseriformes,Anatidae,973.25,911,1010
Campbell Teal,Anas nesiotis,Anas_nesiotis,Aves,Anseriformes,Anatidae,465.5,410,521
Eurasian Wigeon,Anas penelope,Anas_penelope,Aves,Anseriformes,Anatidae,757,724,819
Red Shoveler,Anas platalea,Anas_platalea,Aves,Anseriformes,Anatidae,523,490.5,473.5
Mallard,Anas platyrhynchos,Anas_platyrhynchos,Aves,Anseriformes,Anatidae,1121,1099.5,1206.5
Indian Spot-billed Duck,Anas poecilorhyncha,Anas_poecilorhyncha,Aves,Anseriformes,Anatidae,1163,1025,1267.5
Puna Teal,Anas puna,Anas_puna,Aves,Anseriformes,Anatidae,554,491.5,554
Garganey,Anas querquedula,Anas_querquedula,Aves,Anseriformes,Anatidae,334,310,356.5
Australasian Shoveler,Anas rhynchotis,Anas_rhynchotis,Aves,Anseriformes,Anatidae,665,619,641
American Black Duck,Anas rubripes,Anas_rubripes,Aves,Anseriformes,Anatidae,1153.666667,1107,1245
Chiloe Wigeon,Anas sibilatrix,Anas_sibilatrix,Aves,Anseriformes,Anatidae,830,795,1071.5
Cape Shoveler,Anas smithii,Anas_smithii,Aves,Anseriformes,Anatidae,606.75,597,646
African Black Duck,Anas sparsa,Anas_sparsa,Aves,Anseriformes,Anatidae,1000,928.25,1067
Gadwall,Anas strepera,Anas_strepera,Aves,Anseriformes,Anatidae,850,849,968
Pacific Black Duck,Anas superciliosa,Anas_superciliosa,Aves,Anseriformes,Anatidae,981,865.3333333,1059
Yellow-billed Duck,Anas undulata,Anas_undulata,Aves,Anseriformes,Anatidae,917,820,959.5
Silver Teal,Anas versicolor,Anas_versicolor,Aves,Anseriformes,Anatidae,483.75,491.5,533
Hawaiian Duck,Anas wyvilliana,Anas_wyvilliana,Aves,Anseriformes,Anatidae,1105,1095.5,1172.5
Greater White-fronted Goose,Anser albifrons,Anser_albifrons,Aves,Anseriformes,Anatidae,2387.5,2275.5,2387.5
Greylag Goose,Anser anser,Anser_anser,Aves,Anseriformes,Anatidae,3308.5,3108,3544.5
Pink-footed Goose,Anser brachyrhynchus,Anser_brachyrhynchus,Aves,Anseriformes,Anatidae,2707.5,2608.5,2933
Swan Goose,Anser cygnoides,Anser_cygnoides,Aves,Anseriformes,Anatidae,3475,3300,3537.5
Lesser White-fronted Goose,Anser erythropus,Anser_erythropus,Aves,Anseriformes,Anatidae,1779.25,1622,1900
Taiga Bean Goose,Anser fabalis,Anser_fabalis,Aves,Anseriformes,Anatidae,2933,2735.25,3112.75
Bar-headed Goose,Anser indicus,Anser_indicus,Aves,Anseriformes,Anatidae,2413.75,2110,2500
White-winged Duck,Asarcornis scutulata,Cairina_scutulata,Aves,Anseriformes,Anatidae,3000,2600,3400
Lesser Scaup,Aythya affinis,Aythya_affinis,Aves,Anseriformes,Anatidae,788.5,750,842.5
Redhead,Aythya americana,Aythya_americana,Aves,Anseriformes,Anatidae,1056.25,1012.5,1118
Hardhead,Aythya australis,Aythya_australis,Aves,Anseriformes,Anatidae,840,838,902
Baer's Pochard,Aythya baeri,Aythya_baeri,Aves,Anseriformes,Anatidae,696.25,662,724
Ring-necked Duck,Aythya collaris,Aythya_collaris,Aves,Anseriformes,Anatidae,730,680,730
Common Pochard,Aythya ferina,Aythya_ferina,Aves,Anseriformes,Anatidae,853.5,869,937
Tufted Duck,Aythya fuligula,Aythya_fuligula,Aves,Anseriformes,Anatidae,701.5,682.5,723
Madagascan Pochard,Aythya innotata,Aythya_innotata,Aves,Anseriformes,Anatidae,685,-999,685
Greater Scaup,Aythya marila,Aythya_marila,Aves,Anseriformes,Anatidae,959,958,997
New Zealand Scaup,Aythya novaeseelandiae,Aythya_novaeseelandiae,Aves,Anseriformes,Anatidae,684.5,687,677
Ferruginous Duck,Aythya nyroca,Aythya_nyroca,Aves,Anseriformes,Anatidae,574,535.5,586
Canvasback,Aythya valisineria,Aythya_valisineria,Aves,Anseriformes,Anatidae,1218.666667,1173,1252
Musk Duck,Biziura lobata,Biziura_lobata,Aves,Anseriformes,Anatidae,1697.5,1551,2398
Brant Goose,Branta bernicla,Branta_bernicla,Aves,Anseriformes,Anatidae,1347.25,1230,1402.5
Canada Goose,Branta canadensis,Branta_canadensis,Aves,Anseriformes,Anatidae,3984.5,3877,4135.75
Cackling Goose,Branta hutchinsii,Branta_hutchinsii,Aves,Anseriformes,Anatidae,3661.666667,3486.166667,3891.25
Barnacle Goose,Branta leucopsis,Branta_leucopsis,Aves,Anseriformes,Anatidae,1708.5,1586,1790
Red-breasted Goose,Branta ruficollis,Branta_ruficollis,Aves,Anseriformes,Anatidae,1242,1094,1375
Nene,Branta sandvicensis,Branta_sandvicensis,Aves,Anseriformes,Anatidae,2090,1930,2165
Bufflehead,Bucephala albeola,Bucephala_albeola,Aves,Anseriformes,Anatidae,400,334.75,477
Common Goldeneye,Bucephala clangula,Bucephala_clangula,Aves,Anseriformes,Anatidae,895.93,740.375,1000
Barrow's Goldeneye,Bucephala islandica,Bucephala_islandica,Aves,Anseriformes,Anatidae,978.575,740.5,1138.75
Muscovy Duck,Cairina moschata,Cairina_moschata,Aves,Anseriformes,Anatidae,2228,1646,2950
Ringed Teal,Callonetta leucophrys,Callonetta_leucophrys,Aves,Anseriformes,Anatidae,321,321,416.5
Cape Barren Goose,Cereopsis novaehollandiae,Cereopsis_novaehollandiae,Aves,Anseriformes,Anatidae,3770,3665,5290
Snow Goose,Chen caerulescens,Chen_caerulescens,Aves,Anseriformes,Anatidae,2630.75,2501.75,2744
Emperor Goose,Chen canagica,Chen_canagica,Aves,Anseriformes,Anatidae,2718,2766,2771
Ross's Goose,Chen rossii,Chen_rossii,Aves,Anseriformes,Anatidae,1597.5,1597.5,1642.25
Maned Duck,Chenonetta jubata,Chenonetta_jubata,Aves,Anseriformes,Anatidae,812.5,800,815
Kelp Goose,Chloephaga hybrida,Chloephaga_hybrida,Aves,Anseriformes,Anatidae,2327,2022,2575.5
Andean Goose,Chloephaga melanoptera,Chloephaga_melanoptera,Aves,Anseriformes,Anatidae,3090,3640,2730
Upland Goose,Chloephaga picta,Chloephaga_picta,Aves,Anseriformes,Anatidae,2930,2672,3142.5
Ashy-headed Goose,Chloephaga poliocephala,Chloephaga_poliocephala,Aves,Anseriformes,Anatidae,2227.75,1980,2289
Ruddy-headed Goose,Chloephaga rubidiceps,Chloephaga_rubidiceps,Aves,Anseriformes,Anatidae,2000,1400,1750
Long-tailed Duck,Clangula hyemalis,Clangula_hyemalis,Aves,Anseriformes,Anatidae,814,705,801.5
Coscoroba Swan,Coscoroba coscoroba,Coscoroba_coscoroba,Aves,Anseriformes,Anatidae,4050,3800,4600
Blue-winged Goose,Cyanochen cyanoptera,Cyanochen_cyanoptera,Aves,Anseriformes,Anatidae,1520,1420,2180
Black Swan,Cygnus atratus,Cygnus_atratus,Aves,Anseriformes,Anatidae,5656,5100,6200
Trumpeter Swan,Cygnus buccinator,Cygnus_buccinator,Aves,Anseriformes,Anatidae,10300,9750,11800
Tundra Swan,Cygnus columbianus,Cygnus_columbianus,Aves,Anseriformes,Anatidae,6350,6100,7100
Whooper Swan,Cygnus cygnus,Cygnus_cygnus,Aves,Anseriformes,Anatidae,9413,8750,11900
Black-necked Swan,Cygnus melancoryphus,Cygnus_melancoryphus,Aves,Anseriformes,Anatidae,4275,4000,5550
Mute Swan,Cygnus olor,Cygnus_olor,Aves,Anseriformes,Anatidae,10230,9600,11800
West Indian Whistling Duck,Dendrocygna arborea,Dendrocygna_arborea,Aves,Anseriformes,Anatidae,1150,1150,-999
Wandering Whistling Duck,Dendrocygna arcuata,Dendrocygna_arcuata,Aves,Anseriformes,Anatidae,776.6666667,732,866
Black-bellied Whistling Duck,Dendrocygna autumnalis,Dendrocygna_autumnalis,Aves,Anseriformes,Anatidae,826.5,796,790.75
Fulvous Whistling Duck,Dendrocygna bicolor,Dendrocygna_bicolor,Aves,Anseriformes,Anatidae,743,716.5,760.75
Plumed Whistling Duck,Dendrocygna eytoni,Dendrocygna_eytoni,Aves,Anseriformes,Anatidae,792,792,788
Spotted Whistling Duck,Dendrocygna guttata,Dendrocygna_guttata,Aves,Anseriformes,Anatidae,800,800,-999
Lesser Whistling Duck,Dendrocygna javanica,Dendrocygna_javanica,Aves,Anseriformes,Anatidae,525,-999,-999
White-faced Whistling Duck,Dendrocygna viduata,Dendrocygna_viduata,Aves,Anseriformes,Anatidae,674,638,661.5
Black-headed Duck,Heteronetta atricapilla,Heteronetta_atricapilla,Aves,Anseriformes,Anatidae,550,565,507
Harlequin Duck,Histrionicus histrionicus,Histrionicus_histrionicus,Aves,Anseriformes,Anatidae,561.25,539.25,653
Blue Duck,Hymenolaimus malacorhynchos,Hymenolaimus_malacorhynchos,Aves,Anseriformes,Anatidae,832.6666667,768,897
Hooded Merganser,Lophodytes cucullatus,Lophodytes_cucullatus,Aves,Anseriformes,Anatidae,617,617,617
Crested Duck,Lophonetta specularioides,Lophonetta_specularioides,Aves,Anseriformes,Anatidae,949,965,1078
Pink-eared Duck,Malacorhynchus membranaceus,Malacorhynchus_membranaceus,Aves,Anseriformes,Anatidae,360.75,344,404
Marbled Duck,Marmaronetta angustirostris,Marmaronetta_angustirostris,Aves,Anseriformes,Anatidae,477,427.5,481
Black Scoter,Melanitta americana,Melanitta_nigra,Aves,Anseriformes,Anatidae,1052.2,987,1108.5
White-winged Scoter,Melanitta deglandi,Melanitta_fusca,Aves,Anseriformes,Anatidae,1732,1731,1776
Velvet Scoter,Melanitta fusca,Melanitta_fusca,Aves,Anseriformes,Anatidae,1732,1731,1776
Common Scoter,Melanitta nigra,Melanitta_nigra,Aves,Anseriformes,Anatidae,1052.2,987,1108.5
Surf Scoter,Melanitta perspicillata,Melanitta_perspicillata,Aves,Anseriformes,Anatidae,1047,907,1000
Torrent Duck,Merganetta armata,Merganetta_armata,Aves,Anseriformes,Anatidae,391.75,328.5,461
Smew,Mergellus albellus,Mergellus_albellus,Aves,Anseriformes,Anatidae,630,570.25,667.25
Common Merganser,Mergus merganser,Mergus_merganser,Aves,Anseriformes,Anatidae,1462.5,1232,1709
Brazilian Merganser,Mergus octosetaceus,Mergus_octosetaceus,Aves,Anseriformes,Anatidae,983,-999,-999
Red-breasted Merganser,Mergus serrator,Mergus_serrator,Aves,Anseriformes,Anatidae,1042.583333,908,1135
Scaly-sided Merganser,Mergus squamatus,Mergus_squamatus,Aves,Anseriformes,Anatidae,1164,956,1232
Orinoco Goose,Neochen jubata,Neochen_jubata,Aves,Anseriformes,Anatidae,1250,1250,-999
Southern Pochard,Netta erythrophthalma,Netta_erythrophthalma,Aves,Anseriformes,Anatidae,783,764.5,793.5
Rosy-billed Pochard,Netta peposaca,Netta_peposaca,Aves,Anseriformes,Anatidae,1005,1004,1181
Red-crested Pochard,Netta rufina,Netta_rufina,Aves,Anseriformes,Anatidae,1118,1111.5,1140.5
African Pygmy Goose,Nettapus auritus,Nettapus_auritus,Aves,Anseriformes,Anatidae,272.5,260,285
Cotton Pygmy Goose,Nettapus coromandelianus,Nettapus_coromandelianus,Aves,Anseriformes,Anatidae,347,283.5,284
Green Pygmy Goose,Nettapus pulchellus,Nettapus_pulchellus,Aves,Anseriformes,Anatidae,305.5,304,310
Masked Duck,Nomonyx dominicus,Nomonyx_dominicus,Aves,Anseriformes,Anatidae,359.25,346,385
Blue-billed Duck,Oxyura australis,Oxyura_australis,Aves,Anseriformes,Anatidae,850,825,812
Ruddy Duck,Oxyura jamaicensis,Oxyura_jamaicensis,Aves,Anseriformes,Anatidae,550,549,590
White-headed Duck,Oxyura leucocephala,Oxyura_leucocephala,Aves,Anseriformes,Anatidae,687,593,737
Maccoa Duck,Oxyura maccoa,Oxyura_maccoa,Aves,Anseriformes,Anatidae,680.6666667,554,820
Lake Duck,Oxyura vittata,Oxyura_vittata,Aves,Anseriformes,Anatidae,640,606.5,690
Spur-winged Goose,Plectropterus gambensis,Plectropterus_gambensis,Aves,Anseriformes,Anatidae,4480,4700,6100
Steller's Eider,Polysticta stelleri,Polysticta_stelleri,Aves,Anseriformes,Anatidae,842,842,773
Hartlaub's Duck,Pteronetta hartlaubii,Pteronetta_hartlaubii,Aves,Anseriformes,Anatidae,882,788,976
Salvadori's Teal,Salvadorina waigiuensis,Salvadorina_waigiuensis,Aves,Anseriformes,Anatidae,467.25,469,393
Knob-billed Duck,Sarkidiornis melanotos,Sarkidiornis_melanotos,Aves,Anseriformes,Anatidae,2043,1778,1955
Comb Duck,Sarkidiornis sylvicola,Sarkidiornis_melanotos,Aves,Anseriformes,Anatidae,2043,1778,1955
Spectacled Eider,Somateria fischeri,Somateria_fischeri,Aves,Anseriformes,Anatidae,1543.75,1599,1512.5
Common Eider,Somateria mollissima,Somateria_mollissima,Aves,Anseriformes,Anatidae,2092,2043.5,2218
King Eider,Somateria spectabilis,Somateria_spectabilis,Aves,Anseriformes,Anatidae,1650,1628,1707.5
Bronze-winged Duck,Speculanas specularis,Speculanas_specularis,Aves,Anseriformes,Anatidae,1531,-999,-999
Freckled Duck,Stictonetta naevosa,Stictonetta_naevosa,Aves,Anseriformes,Anatidae,855,842,969
Falkland Steamer Duck,Tachyeres brachypterus,Tachyeres_brachypterus,Aves,Anseriformes,Anatidae,3565,3450,4200
Chubut Steamer Duck,Tachyeres leucocephalus,Tachyeres_leucocephalus,Aves,Anseriformes,Anatidae,3103.5,3013,3808
Flying Steamer Duck,Tachyeres patachonicus,Tachyeres_patachonicus,Aves,Anseriformes,Anatidae,2636.5,2600,3035
Fuegian Steamer Duck,Tachyeres pteneres,Tachyeres_pteneres,Aves,Anseriformes,Anatidae,4688.5,4214,5405.5
South African Shelduck,Tadorna cana,Tadorna_cana,Aves,Anseriformes,Anatidae,1378,1417,1758
Ruddy Shelduck,Tadorna ferruginea,Tadorna_ferruginea,Aves,Anseriformes,Anatidae,1240,1116,1364.5
Raja Shelduck,Tadorna radjah,Tadorna_radjah,Aves,Anseriformes,Anatidae,865,839,934
Common Shelduck,Tadorna tadorna,Tadorna_tadorna,Aves,Anseriformes,Anatidae,1094,1043,1261
Australian Shelduck,Tadorna tadornoides,Tadorna_tadornoides,Aves,Anseriformes,Anatidae,1364,1291,1559
Paradise Shelduck,Tadorna variegata,Tadorna_variegata,Aves,Anseriformes,Anatidae,1415,1387,1712
White-backed Duck,Thalassornis leuconotus,Thalassornis_leuconotus,Aves,Anseriformes,Anatidae,707.5,695,720
Horned Screamer,Anhima cornuta,Anhima_cornuta,Aves,Anseriformes,Anhimidae,3125,-999,-999
Northern Screamer,Chauna chavaria,Chauna_chavaria,Aves,Anseriformes,Anhimidae,2603.5,3090,2117
Southern Screamer,Chauna torquata,Chauna_torquata,Aves,Anseriformes,Anhimidae,3450,4400,-999
Magpie Goose,Anseranas semipalmata,Anseranas_semipalmata,Aves,Anseriformes,Anseranatidae,2071,2071,2766
Mountain Owlet-nightjar,Aegotheles albertisi,Aegotheles_albertisi,Aves,Apodiformes,Aegothelidae,37.1,-999,-999
Archbold's Owlet-nightjar,Aegotheles archboldi,Aegotheles_archboldi,Aves,Apodiformes,Aegothelidae,32.8,-999,-999
Barred Owlet-nightjar,Aegotheles bennettii,Aegotheles_bennettii,Aves,Apodiformes,Aegothelidae,47.25,60,47.25
Moluccan Owlet-nightjar,Aegotheles crinifrons,Aegotheles_crinifrons,Aves,Apodiformes,Aegothelidae,136,-999,-999
Australian Owlet-nightjar,Aegotheles cristatus,Aegotheles_cristatus,Aves,Apodiformes,Aegothelidae,44.125,44,44
Feline Owlet-nightjar,Aegotheles insignis,Aegotheles_insignis,Aves,Apodiformes,Aegothelidae,79.5,-999,-999
Starry Owlet-nightjar,Aegotheles tatei,Aegotheles_tatei,Aves,Apodiformes,Aegothelidae,52,-999,-999
Wallace's Owlet-nightjar,Aegotheles wallacii,Aegotheles_wallacii,Aves,Apodiformes,Aegothelidae,49.5,52,49.5
Himalayan Swiftlet,Aerodramus brevirostris,Collocalia_brevirostris,Aves,Apodiformes,Apodidae,12.5,12,12.8
Seychelles Swiftlet,Aerodramus elaphrus,Collocalia_elaphra,Aves,Apodiformes,Apodidae,11.3,-999,-999
Mascarene Swiftlet,Aerodramus francicus,Collocalia_francica,Aves,Apodiformes,Apodidae,9.275,-999,-999
Edible-nest Swiftlet,Aerodramus fuciphagus,Collocalia_fuciphaga,Aves,Apodiformes,Apodidae,10.7,-999,-999
Mountain Swiftlet,Aerodramus hirundinaceus,Collocalia_hirundinacea,Aves,Apodiformes,Apodidae,10.1,-999,-999
Black-nest Swiftlet,Aerodramus maximus,Collocalia_maxima,Aves,Apodiformes,Apodidae,16.8,-999,-999
Philippine Swiftlet,Aerodramus mearnsi,Collocalia_mearnsi,Aves,Apodiformes,Apodidae,11.4,-999,-999
Palau Swiftlet,Aerodramus pelewensis,Collocalia_pelewensis,Aves,Apodiformes,Apodidae,-999,-999,-999
Mossy-nest Swiftlet,Aerodramus salangana,Collocalia_salangana,Aves,Apodiformes,Apodidae,10.05,-999,-999
Atiu Swiftlet,Aerodramus sawtelli,Collocalia_sawtelli,Aves,Apodiformes,Apodidae,8.6,-999,-999
White-rumped Swiftlet,Aerodramus spodiopygius,Collocalia_spodiopygia,Aves,Apodiformes,Apodidae,9.3,11.1,10.5
Australian Swiftlet,Aerodramus terraereginae,Collocalia_terraereginae,Aves,Apodiformes,Apodidae,11.875,-999,-999
Indian Swiftlet,Aerodramus unicolor,Collocalia_unicolor,Aves,Apodiformes,Apodidae,11.7,12,11.9
Uniform Swiftlet,Aerodramus vanikorensis,Collocalia_vanikorensis,Aves,Apodiformes,Apodidae,10.675,10.8,10.5
Volcano Swiftlet,Aerodramus vulcanorum,Collocalia_vulcanorum,Aves,Apodiformes,Apodidae,12.625,12,12.8
Whitehead's Swiftlet,Aerodramus whiteheadi,Collocalia_whiteheadi,Aves,Apodiformes,Apodidae,14,14,-999
Andean Swift,Aeronautes andecolus,Aeronautes_andecolus,Aves,Apodiformes,Apodidae,16.625,-999,-999
White-tipped Swift,Aeronautes montivagus,Aeronautes_montivagus,Aves,Apodiformes,Apodidae,20.1,19.6,20.55
White-throated Swift,Aeronautes saxatalis,Aeronautes_saxatalis,Aves,Apodiformes,Apodidae,31.95,31.2,31.2
Dark-rumped Swift,Apus acuticauda,Apus_acuticauda,Aves,Apodiformes,Apodidae,-999,-999,-999
Little Swift,Apus affinis,Apus_affinis,Aves,Apodiformes,Apodidae,24.4,26.1,23.55
Cape Verde Swift,Apus alexandri,Apus_alexandri,Aves,Apodiformes,Apodidae,23.35,-999,-999
Common Swift,Apus apus,Apus_apus,Aves,Apodiformes,Apodidae,39,40,40
Malagasy Black Swift,Apus balstoni,Apus_balstoni,Aves,Apodiformes,Apodidae,40.3,40,40
African Black Swift,Apus barbatus,Apus_barbatus,Aves,Apodiformes,Apodidae,40.1,40,40
Bates's Swift,Apus batesi,Apus_batesi,Aves,Apodiformes,Apodidae,-999,-999,-999
Forbes-Watson's Swift,Apus berliozi,Apus_berliozi,Aves,Apodiformes,Apodidae,38.85,40.1,37.6
Bradfield's Swift,Apus bradfieldi,Apus_bradfieldi,Aves,Apodiformes,Apodidae,42.4,-999,-999
White-rumped Swift,Apus caffer,Apus_caffer,Aves,Apodiformes,Apodidae,22.1,22,-999
Horus Swift,Apus horus,Apus_horus,Aves,Apodiformes,Apodidae,24.75,26.15,24.5
Nyanza Swift,Apus niansae,Apus_niansae,Aves,Apodiformes,Apodidae,40.05,40,39.5
House Swift,Apus nipalensis,Apus_nipalensis,Aves,Apodiformes,Apodidae,24.575,26.1,23.55
Pacific Swift,Apus pacificus,Apus_pacificus,Aves,Apodiformes,Apodidae,44.425,43.6,45.25
Pallid Swift,Apus pallidus,Apus_pallidus,Aves,Apodiformes,Apodidae,41.9,42,-999
Fernando Po Swift,Apus sladeniae,Apus_sladeniae,Aves,Apodiformes,Apodidae,40.1,40,40
Plain Swift,Apus unicolor,Apus_unicolor,Aves,Apodiformes,Apodidae,23.35,-999,-999
Short-tailed Swift,Chaetura brachyura,Chaetura_brachyura,Aves,Apodiformes,Apodidae,18.75,19.5,19.5
Chapman's Swift,Chaetura chapmani,Chaetura_chapmani,Aves,Apodiformes,Apodidae,23.85,-999,17
Grey-rumped Swift,Chaetura cinereiventris,Chaetura_cinereiventris,Aves,Apodiformes,Apodidae,14.4,-999,-999
Pale-rumped Swift,Chaetura egregia,Chaetura_egregia,Aves,Apodiformes,Apodidae,14.9,-999,-999
Costa Rican Swift,Chaetura fumosa,Chaetura_fumosa,Aves,Apodiformes,Apodidae,17.16666667,15.4,14.2
Lesser Antillean Swift,Chaetura martinica,Chaetura_martinica,Aves,Apodiformes,Apodidae,12.6,-999,-999
