Species;resident.km2;breeding.km2;non-breeding.km2;passage.km2;range.size.km2
Sitta yunnanensis;204456.55;;;;204456.55
Sittasomus griseicapillus;10912179.5;;;;10912179.5
Sittasomus griseus;1192285.167;;;;1192285.167
Sittiparus castaneoventris;35934.14057;;;;35934.14057
Sittiparus olivaceus;271.4500965;;;;271.4500965
Sittiparus owstoni;136.586207;;;;136.586207
Sittiparus semilarvatus;54578.19767;;;;54578.19767
Sittiparus varius;693136.8284;;;;693136.8284
Siva cyanouroptera;2841833.527;;;;2841833.527
Smicrornis brevirostris;7231785.922;;;;7231785.922
Smithornis capensis;3751674.404;;;;3751674.404
Smithornis rufolateralis;1880001.016;;;;1880001.016
Smithornis sharpei;498798.384;;;;498798.384
Smutsornis africanus;2999252.606;;;;2999252.606
Snowornis cryptolophus;109016.943;;;;109016.943
Snowornis subalaris;59724.79882;;;;59724.79882
Somateria fischeri;;1070404.036;344945.3592;;1415349.395
Somateria mollissima;;3330034.552;5356758.369;;8686792.921
Somateria spectabilis;;3194236.826;4124697.463;;7318934.289
Spartonoica maluroides;1267809.985;;;;1267809.985
Spatula clypeata;1187413.039;25868589.66;19611528.64;3459300.729;50126832.06
Spatula cyanoptera;3528327.779;3038220.65;1674425.788;538871.7212;8779845.939
Spatula discors;261192.293;8085987.244;5171028.503;1440210.773;14958418.81
Spatula hottentota;7755352.372;;;;7755352.372
Spatula platalea;2947507.028;;;;2947507.028
Spatula puna;690535.093;;;;690535.093
Spatula querquedula;;16857076.66;17282174.48;16114.92789;34155366.07
Spatula rhynchotis;4455914.455;;;;4455914.455
Spatula smithii;2431073.748;;;;2431073.748
Spatula versicolor;2225040.843;846498.3875;772246.6333;;3843785.863
Speculanas specularis;;385168.8554;722649.8531;;1107818.709
Speculipastor bicolor;270652.9562;814177.8438;223298.1245;;1308128.924
Spelaeornis badeigularis;1088.984283;;;;1088.984283
Spelaeornis caudatus;56772.39725;;;;56772.39725
Spelaeornis chocolatinus;11121.22155;;;;11121.22155
Spelaeornis kinneari;7950.310585;;;;7950.310585
Spelaeornis longicaudatus;9196.39735;;;;9196.39735
Spelaeornis oatesi;29699.82029;;;;29699.82029
Spelaeornis reptatus;129375.6057;;;;129375.6057
Spelaeornis troglodytoides;498218.8841;;;;498218.8841
Spermestes bicolor;5169110.582;;;;5169110.582
Spermestes cucullata;8668202.846;;;;8668202.846
Spermestes fringilloides;1499840.933;;;;1499840.933
Spermophaga haematina;1911526.94;;;;1911526.94
Spermophaga poliogenys;374534.5396;;;;374534.5396
Spermophaga ruficapilla;562709.999;;;;562709.999
Sphecotheres hypoleucus;2653.876678;;;;2653.876678
Sphecotheres vieilloti;992602.4575;;;;992602.4575
Sphecotheres viridis;30030.90035;;;;30030.90035
Spheniscus demersus;329162.952;;;;329162.952
Spheniscus humboldti;70406.36446;2544.658654;812275.6444;;885226.6675
Spheniscus magellanicus;588756.8636;353414.484;1694457.033;;2636628.38
Spheniscus mendiculus;;1028.13468;4497.464432;;5525.599111
Sphenoeacus afer;474643.6302;;;;474643.6302
Sphenopsis frontalis;200880.605;;;;200880.605
Sphenopsis melanotis;183445.394;;;;183445.394
Sphenopsis ochracea;1245.525178;;;;1245.525178
Sphenopsis piurae;12380.01707;;;;12380.01707
Sphyrapicus nuchalis;307168.9537;1767441.542;1539015.733;;3613626.229
Sphyrapicus ruber;541911.8916;455840.6019;180780.8772;8388.74386;1186922.115
Sphyrapicus thyroideus;145466.9719;503249.4746;599829.2775;;1248545.724
Sphyrapicus varius;;4471292.012;4354551.614;1120736.214;9946579.84
Spilopelia chinensis;7370995.74;;;;7370995.74
Spilopelia senegalensis;28877586.85;;;;28877586.85
Spilopelia suratensis;2857444.811;62636.5223;38186.21924;;2958267.552
Spiloptila clamans;2705796.578;;;;2705796.578
Spilornis cheela;6747504.98;89013.38042;172244.3499;;7008762.711
Spilornis elgini;4958.125936;;;;4958.125936
Spilornis holospilus;276128.1649;;;;276128.1649
Spilornis kinabaluensis;36612.06899;;;;36612.06899
Spilornis klossi;1080.93732;;;;1080.93732
Spilornis rufipectus;116600.8828;;;;116600.8828
Spindalis dominicensis;74846.33301;;;;74846.33301
Spindalis nigricephala;11060.40348;;;;11060.40348
Spindalis portoricensis;8784.278075;;;;8784.278075
Spindalis zena;126297.1598;;;;126297.1598
Spinus atratus;839972.1275;;;;839972.1275
Spinus atriceps;50115.44623;;;;50115.44623
Spinus barbatus;1113820.174;;;;1113820.174
Spinus crassirostris;289830.7163;;;;289830.7163
Spinus cucullatus;3091.468003;;;;3091.468003
Spinus dominicensis;9552.897991;;;;9552.897991
Spinus lawrencei;34314.17831;105110.5163;301274.4093;115330.5484;556029.6523
Spinus magellanicus;6078054.726;;;;6078054.726
Spinus notatus;484461.2836;;;;484461.2836
Spinus olivaceus;173025.8478;;;;173025.8478
Spinus pinus;4931019.038;2873750.473;6255111.146;;14059880.66
Spinus psaltria;2663964.875;1263678.032;234156.7386;;4161799.646
Spinus siemiradzkii;18262.7021;;;;18262.7021
Spinus spinescens;117061.738;;;;117061.738
Spinus spinus;2569256.469;6396405.874;6619469.214;;15585131.56
Spinus thibetanus;597154.8097;;194592.4069;;791747.2167
Spinus tristis;5097566.839;2702800.55;2768692.744;;10569060.13
Spinus uropygialis;;98966.36408;335535.2061;;434501.5702
Spinus xanthogastrus;152928.9962;;;;152928.9962
Spinus yarrellii;953.061401;;;;953.061401
Spiza americana;;3461431.38;1531934.053;1188754.263;6182119.696
Spizaetus isidori;469225.2888;;;;469225.2888
Spizaetus melanoleucus;8712763.548;;;;8712763.548
Spizaetus ornatus;9434372.958;;;;9434372.958
Spizaetus tyrannus;8304738.478;;;;8304738.478
Spizella atrogularis;425262.6498;379515.3874;555855.2784;37960.05201;1398593.368
Spizella breweri;144304.6178;3083814.376;1324793.626;556612.0913;5109524.711
Spizella pallida;;3217714.938;1201916.93;2889751.285;7309383.152
Spizella passerina;2368650.819;10708694.69;1190475.655;834912.1537;15102733.32
Spizella pusilla;2438288.696;1559254.602;746815.2199;;4744358.517
Spizella wortheni;17.3294505;;;;17.3294505
Spiziapteryx circumcincta;1416167.553;;;;1416167.553
Spizixos canifrons;1162196.343;;;;1162196.343
Spizixos semitorques;2327711.955;;;;2327711.955
Spizocorys conirostris;1127996.056;;;;1127996.056
Spizocorys fremantlii;566521.5164;;;;566521.5164
Spizocorys fringillaris;55352.08197;;;;55352.08197
Spizocorys obbiensis;55206.318;;;;55206.318
Spizocorys personata;73326.63606;;;;73326.63606
Spizocorys sclateri;226421.7103;;;;226421.7103
Spizocorys starki;735714.1887;;;;735714.1887
Spodiopsar cineraceus;313772.86;5005772.317;1411967.218;1150527.974;7882040.37
Spodiopsar sericeus;1617855.004;92029.2867;;;1709884.291
Spodiornis rusticus;477986.7774;;;;477986.7774
Sporathraupis cyanocephala;427931.0967;;;;427931.0967
Sporophila albogularis;910786.9382;;;;910786.9382
Sporophila americana;1490880.609;;;;1490880.609
Sporophila angolensis;11881944.38;;;;11881944.38
Sporophila ardesiaca;332036.23;;;;332036.23
Sporophila atrirostris;201143.3016;;;;201143.3016
Sporophila beltoni;;49733.76107;432498.5077;197015.7033;679247.9721
Sporophila bouvreuil;3348208.94;;;;3348208.94
Sporophila bouvronides;638105.9493;;3927608.489;;4565714.438
Sporophila caerulescens;3311298.482;;;;3311298.482
Sporophila castaneiventris;3489595.88;;;;3489595.88
Sporophila cinnamomea;;59336.25546;1422161.623;;1481497.879
Sporophila collaris;3264964.778;;;;3264964.778
Sporophila corvina;242870.4614;;;;242870.4614
Sporophila crassirostris;2532053.522;;;;2532053.522
Sporophila falcirostris;40983.35498;;;;40983.35498
Sporophila fringilloides;322905.5821;;;;322905.5821
Sporophila frontalis;76181.08647;;;;76181.08647
Sporophila funerea;731424.7063;;;;731424.7063
Sporophila hypochroma;;196649.5458;1402926.792;;1599576.338
Sporophila hypoxantha;1928998.214;563535.6399;;;2492533.854
Sporophila iberaensis;;2684.460919;;;2684.460919
Sporophila intermedia;1371308.277;;;;1371308.277
Sporophila leucoptera;3777435.936;;;;3777435.936
Sporophila lineola;1224213.415;1348307.761;9294874.127;;11867395.3
Sporophila luctuosa;524218.8335;;603057.9783;;1127276.812
Sporophila maximiliani;1730791.964;;;;1730791.964
Sporophila melanogaster;;113022.0138;754948.0779;;867970.0917
Sporophila minuta;2242633.673;;;;2242633.673
Sporophila morelleti;855011.9637;;;;855011.9637
Sporophila murallae;974009.2756;;;;974009.2756
Sporophila nigricollis;7193758.204;357.553063;;;7194115.757
Sporophila nigrorufa;113721.679;3089.386865;77438.20543;;194249.2713
Sporophila nuttingi;52761.40457;;;;52761.40457
Sporophila ophthalmica;238848.6032;;;;238848.6032
Sporophila palustris;;86372.83144;1502102.536;;1588475.367
Sporophila peruviana;102686.1586;;;;102686.1586
Sporophila pileata;1453395.71;;;;1453395.71
Sporophila plumbea;4739360.282;;;;4739360.282
Sporophila ruficollis;;1365925.176;2227208.287;;3593133.463
Sporophila schistacea;1534366.991;;;;1534366.991
Sporophila simplex;95341.46787;;;;95341.46787
Sporophila telasco;195801.9775;;;;195801.9775
Sporophila torqueola;346879.9494;;;;346879.9494
Sporopipes frontalis;2999868.971;;;;2999868.971
Sporopipes squamifrons;1945527.046;;;;1945527.046
Stachyris grammiceps;27964.16219;;;;27964.16219
Stachyris herberti;19084.71088;;;;19084.71088
Stachyris humei;87122.093;;;;87122.093
Stachyris leucotis;247884.7662;;;;247884.7662
Stachyris maculata;586314.881;;;;586314.881
Stachyris nigriceps;1916525.088;;;;1916525.088
Stachyris nigricollis;169981.1042;;;;169981.1042
Stachyris nonggangensis;546.9200935;;;;546.9200935
Stachyris oglei;16409.98815;;;;16409.98815
Stachyris poliocephala;715251.9937;;;;715251.9937
Stachyris roberti;183295.0416;;;;183295.0416
Stachyris strialata;594086.8915;;;;594086.8915
Stachyris thoracica;63789.73205;;;;63789.73205
Stactolaema anchietae;1482326.332;;;;1482326.332
Stactolaema leucogrammica;70144.54611;;;;70144.54611
Stactolaema leucotis;863357.374;;;;863357.374
Stactolaema whytii;456305.9696;;;;456305.9696
Stagonopleura bella;277242.4366;;;;277242.4366
Stagonopleura guttata;1453536.702;;;;1453536.702
Stagonopleura oculata;82583.03263;;;;82583.03263
Starnoenas cyanocephala;28393.26621;;;;28393.26621
Steatornis caripensis;1057000.02;;;;1057000.02
Steganopus tricolor;;3893584.915;5551083.857;5672568.991;15117237.76
Stelgidillas gracilirostris;3807319.638;;;;3807319.638
Stelgidopteryx ridgwayi;332366.9142;;;;332366.9142
Stelgidopteryx ruficollis;12637861.73;1193960.848;;;13831822.58
Stelgidopteryx serripennis;946239.4942;8890146.24;390644.603;1253951.651;11480981.99
Stenostira scita;271782.3053;;845119.4479;;1116901.753
Stephanoaetus coronatus;6608708.674;;;;6608708.674
Stephanophorus diadematus;1088853.113;;;;1088853.113
Stephanoxis lalandi;300599.9833;;;;300599.9833
Stephanoxis loddigesii;834178.2128;;;;834178.2128
Stercorarius longicaudus;;6230856.709;45112535.5;;51343392.21
Stercorarius parasiticus;;6267427.61;15695748.71;;21963176.32
Stercorarius pomarinus;;3237033.848;75695730.28;5375859.089;84308623.22
Sterna acuticauda;2474116.122;;;;2474116.122
Sterna aurantia;5427052.031;;;;5427052.031
Sterna dougallii;4548462.348;1537669.285;25759692.62;;31845824.25
Sterna forsteri;185323.9762;1614517.636;2977874.578;6094746.834;10872463.02
Sterna hirundinacea;1376669.917;;342357.3668;;1719027.284
Sterna hirundo;176460.3549;30058547.51;16296647.01;4365797.835;50897452.72
Sterna paradisaea;;10379163.37;52163734.32;47160.95059;62590058.65
Sterna repressa;438188.3416;356725.7837;701133.0916;;1496047.217
Sterna striata;84309.31708;;148175.6448;;232484.9619
Sterna sumatrana;9189358.056;900020.6857;31062220.56;3365.146879;41154964.45
Sterna trudeaui;523481.9656;16608.55304;;;540090.5187
Sterna virgata;;7665.635167;1438062.17;;1445727.805
Sterna vittata;812214.2303;1284338.648;2084841.8;;4181394.678
Sternoclyta cyanopectus;40300.71113;;;;40300.71113
Sternula albifrons;3136853.943;8861744.316;12738198.09;2205.10232;24739001.45
Sternula antillarum;8013.306125;1331643.866;2154105.654;24763.39323;3518526.219
Sternula balaenarum;264801.2859;139553.2266;335287.2419;;739641.7544
Sternula lorata;;13.944905;195953.2952;;195967.2401
Sternula nereis;139404.7824;111044.5166;565302.7424;;815752.0414
Sternula saundersi;232020.6778;25993.5633;505507.6231;;763521.8643
Sternula superciliaris;11385885.4;;;;11385885.4
Sterrhoptilus capitalis;49391.55727;;;;49391.55727
Sterrhoptilus dennistouni;21170.72072;;;;21170.72072
Sterrhoptilus nigrocapitatus;30648.87517;;;;30648.87517
Stictonetta naevosa;5903472.579;;;;5903472.579
Stigmatura bahiae;572128.2446;;;;572128.2446
Stigmatura budytoides;1866927.558;;;;1866927.558
Stigmatura napensis;322712.6739;;;;322712.6739
Stiltia isabella;1386236.1;1943232.848;1884411.59;;5213880.538
Stiphrornis erythrothorax;784110.6198;;;;784110.6198
Stiphrornis pyrrholaemus;97362.20075;;;;97362.20075
Stiphrornis xanthogaster;1709056.7;;;;1709056.7
Stipiturus malachurus;687889.1126;;;;687889.1126
Stipiturus mallee;19923.01363;;;;19923.01363
Stipiturus ruficeps;567932.4658;;;;567932.4658
Stizorhina finschi;397019.245;;;;397019.245
Stizorhina fraseri;3553420.706;;;;3553420.706
Stomiopera flava;415136.5758;;;;415136.5758
Stomiopera unicolor;1189085.58;;;;1189085.58
Strepera fuliginosa;68161.98544;;;;68161.98544
Strepera graculina;1580295.495;;;;1580295.495
Strepera versicolor;2104545.113;;;;2104545.113
Streptocitta albertinae;3399.761215;;;;3399.761215
Streptocitta albicollis;55725.74107;;;;55725.74107
Streptocitta torquata;70753.97112;;;;70753.97112
Streptopelia bitorquata;186561.1263;;;;186561.1263
Streptopelia capicola;9532807.376;;;;9532807.376
Streptopelia decaocto;17881738.56;;;;17881738.56
Streptopelia decipiens;7209616.204;;;;7209616.204
Streptopelia dusumieri;277399.3628;;;;277399.3628
Streptopelia hypopyrrha;530001.4681;;;;530001.4681
Streptopelia lugens;945649.2626;;;;945649.2626
Streptopelia orientalis;6966537.935;9971720.265;1181139.804;1943121.081;20062519.09
Streptopelia reichenowi;153757.1249;;;;153757.1249
Streptopelia roseogrisea;2754142.58;3775123.724;;;6529266.304
Streptopelia semitorquata;13753052.25;;;;13753052.25
Streptopelia tranquebarica;9107835.147;298445.161;;;9406280.308
Streptopelia turtur;;17585416.96;4506827.146;;22092244.1
Streptopelia vinacea;6144927.412;;;;6144927.412
Streptopelia xanthocycla;230006.9141;;;;230006.9141
Streptoprocne biscutata;1315167.736;;426751.1881;;1741918.924
Streptoprocne phelpsi;255938.5821;;;;255938.5821
Streptoprocne rutila;1391817.465;;;;1391817.465
Streptoprocne semicollaris;324072.6401;;;;324072.6401
Streptoprocne zonaris;8315963.445;;;483.3658365;8316446.81
Stresemannia bougainvillei;2013.890446;;;;2013.890446
Strigops habroptila;50.841972;;;;50.841972
Strix aluco;9588389.968;;;;9588389.968
Strix butleri;196199.8455;;;;196199.8455
Strix chacoensis;766186.1874;;;;766186.1874
Strix fulvescens;115871.602;;;;115871.602
Strix hylophila;711879.2217;;;;711879.2217
Strix leptogrammica;5425666.716;;;;5425666.716
Strix nebulosa;19842097.09;;;;19842097.09
Strix nivicolum;4869292.342;;;;4869292.342
Strix occidentalis;1205228.933;;;;1205228.933
Strix ocellata;2253132.026;;;;2253132.026
Strix omanensis;3581.63883;;;;3581.63883
Strix rufipes;636369.0988;;;;636369.0988
Strix seloputo;611023.5044;;;;611023.5044
Strix uralensis;12199507.86;;;;12199507.86
Strix varia;6627588.519;;;;6627588.519
Strix woodfordii;9861941.634;;;;9861941.634
Struthidea cinerea;2500896.882;;;;2500896.882
Struthio camelus;8593787.629;;;;8593787.629
Struthio molybdophanes;1079003.835;;;;1079003.835
Sturnella magna;5811782.241;1219869.016;;;7031651.256
Sturnella neglecta;3583030.262;3135613.236;1948162.282;;8666805.78
Sturnia erythropygia;5492.257315;;;;5492.257315
Sturnia malabarica;3162293.949;210716.3861;1499922.683;404052.6075;5276985.626
Sturnia pagodarum;3104606.018;271982.4653;54032.89263;;3430621.376
Sturnia sinensis;;741178.6599;841528.9513;;1582707.611
Sturnornis albofrontatus;9886.310214;;;;9886.310214
Sturnus unicolor;826813.8651;;;;826813.8651
Sturnus vulgaris;6013861.626;11058615.89;4750766.441;;21823243.95
Sublegatus arenarum;940581.9578;;;;940581.9578
Sublegatus modestus;5707425.569;;763042.8253;;6470468.395
Sublegatus obscurior;5372161.237;;;;5372161.237
Sugomel nigrum;5440712.085;;;;5440712.085
Suiriri affinis;1627495.236;;;;1627495.236
Suiriri suiriri;6138155.248;;289167.9875;;6427323.236
Sula dactylatra;129722953.2;35335.96765;;237.7525755;129758526.9
Sula granti;1383453.763;8035.31118;;;1391489.074
Sula leucogaster;26661661.08;149763.4985;109827471.6;;136638896.2
Sula nebouxii;4275729.938;11527.2452;;;4287257.183
Sula sula;122320488.3;31731.45495;;1244.863007;122353464.6
Sula variegata;228831.8918;384.207597;682889.0954;;912105.1947
Surnia ulula;21129905.92;;187877.0781;;21317782.99
Surniculus dicruroides;446908.5721;2740911.729;2105700.602;84410.10643;5377931.009
Surniculus lugubris;1728753.037;60604.13977;;;1789357.177
Surniculus musschenbroeki;196326.3513;;;;196326.3513
Surniculus velutinus;248519.0959;;;;248519.0959
Suthora fulvifrons;287795.335;;;;287795.335
Suthora nipalensis;410691.9416;;;;410691.9416
Suthora verreauxi;425408.3232;;;;425408.3232
Swynnertonia swynnertoni;7015.458502;;;;7015.458502
Sylvia abyssinica;387145.2385;;;;387145.2385
Sylvia atricapilla;1685585.564;6940644.596;4823045.416;7600984.36;21050259.94
Sylvia atriceps;111707.8717;;;;111707.8717
Sylvia balearica;4332.364495;;;;4332.364495
Sylvia boehmi;757697.6753;;;;757697.6753
Sylvia borin;;9644818.601;10965832.6;27416952.96;48027604.16
Sylvia buryi;62212.02548;;;;62212.02548
Sylvia cantillans;;1439008.768;3486304.109;;4925312.877
Sylvia communis;;14114408.28;9160930.928;10334461.04;33609800.25
Sylvia conspicillata;882320.2461;434355.6616;2205160.446;;3521836.354
Sylvia crassirostris;10932.41874;1995914.101;2817035.059;;4823881.579
Sylvia curruca;360897.6899;20717950.22;8672388.506;;29751236.42
Sylvia deserti;1853313.675;179063.5543;2031053.267;;4063430.497
Sylvia deserticola;308434.2807;;2695759.312;;3004193.593
Sylvia dohrni;152.3473713;;;;152.3473713
Sylvia hortensis;;969381.049;1617934.381;;2587315.43
Sylvia layardi;780159.2283;;;;780159.2283
Sylvia leucomelaena;546957.4086;;;;546957.4086
Sylvia lugens;401543.3688;;;;401543.3688
Sylvia melanocephala;1565819.181;216319.0222;2441230.974;;4223369.177
Sylvia melanothorax;8014.072853;;86315.68814;55205.38318;149535.1442
Sylvia mystacea;;1358805.792;2436734.366;4157235.384;7952775.542
Sylvia nana;;4325702.379;5464449.359;;9790151.738
Sylvia nigricapillus;170963.1409;;;;170963.1409
Sylvia nisoria;;10127185.92;444592.872;1873576.788;12445355.58
Sylvia ruppeli;;238382.6806;1996315.24;;2234697.92
Sylvia sarda;33273.79836;;172455.3209;;205729.1193
Sylvia subalpina;;84409.89019;3486304.109;;3570713.999
Sylvia subcoerulea;2960865.049;;;;2960865.049
Sylvia undata;827574.0532;;594242.1312;;1421816.184
Sylvietta brachyura;5896214.21;;;;5896214.21
Sylvietta chapini;4099.513495;;;;4099.513495
Sylvietta denti;1125533.976;;;;1125533.976
Sylvietta isabellina;901842.5686;;;;901842.5686
Sylvietta leucophrys;156322.9725;;;;156322.9725
Sylvietta leucopsis;1167765.078;;;;1167765.078
Sylvietta philippae;206319.7268;;;;206319.7268
Sylvietta rufescens;4186890.397;;;;4186890.397
Sylvietta ruficapilla;2556876.601;;;;2556876.601
Sylvietta virens;3737853.602;;;;3737853.602
Sylvietta whytii;1855734.999;;;;1855734.999
Sylviorthorhynchus desmurii;384617.7983;;;;384617.7983
Sylviorthorhynchus yanacensis;74188.27142;;;;74188.27142
Sylviparus modestus;837572.1902;;;;837572.1902
Syma megarhyncha;157386.1627;;;;157386.1627
Syma torotoro;650413.4797;;;;650413.4797
Symposiachrus ateralbus;113.990831;;;;113.990831
Symposiachrus axillaris;113337.6137;;;;113337.6137
Symposiachrus barbatus;12634.33505;;;;12634.33505
Symposiachrus boanensis;8.8443135;;;;8.8443135
Symposiachrus brehmii;2529.39101;;;;2529.39101
Symposiachrus browni;4552.72684;;;;4552.72684
Symposiachrus everetti;169.026603;;;;169.026603
Symposiachrus guttula;663534.6192;;;;663534.6192
Symposiachrus infelix;2028.480928;;;;2028.480928
Symposiachrus julianae;136.731161;;;;136.731161
Symposiachrus leucurus;1075.574427;;;;1075.574427
Symposiachrus loricatus;7973.64063;;;;7973.64063
Symposiachrus malaitae;4318.915751;;;;4318.915751
Symposiachrus manadensis;445173.0344;;;;445173.0344
Symposiachrus menckei;231.067478;;;;231.067478
Symposiachrus mundus;4586.497414;;;;4586.497414
Symposiachrus rubiensis;243413.3125;;;;243413.3125
Symposiachrus sacerdotum;705.61135;;;;705.61135
Symposiachrus trivirgatus;235693.3287;319081.366;66978.17726;;621752.8719
Symposiachrus verticalis;43531.25442;;;;43531.25442
Symposiachrus vidua;3394.018001;;;;3394.018001
Synallaxis albescens;9891801.593;;;;9891801.593
Synallaxis albigularis;1133117.206;;;;1133117.206
Synallaxis albilora;218478.7282;;;;218478.7282
Synallaxis azarae;477770.3231;;;;477770.3231
Synallaxis beverlyae;51.1048375;;;;51.1048375
Synallaxis brachyura;403739.4705;;;;403739.4705
Synallaxis cabanisi;189388.4295;;;;189388.4295
Synallaxis candei;155972.7051;;;;155972.7051
Synallaxis castanea;2051.33464;;;;2051.33464
Synallaxis cherriei;608612.7911;;;;608612.7911
Synallaxis chinchipensis;15854.37658;;;;15854.37658
Synallaxis cinerascens;1224197.466;;;;1224197.466
Synallaxis cinerea;9280.288943;;;;9280.288943
Synallaxis cinnamomea;85279.97985;;;;85279.97985
Synallaxis courseni;121.508153;;;;121.508153
Synallaxis erythrothorax;355899.4802;;;;355899.4802
Synallaxis frontalis;5745462.352;;;;5745462.352
Synallaxis fuscorufa;5067.446305;;;;5067.446305
Synallaxis gujanensis;4460805.899;;;;4460805.899
Synallaxis hellmayri;24476.59926;;;;24476.59926
Synallaxis hypochondriaca;7524.499937;;;;7524.499937
Synallaxis hypospodia;3529978.616;;;;3529978.616
Synallaxis infuscata;538.1409485;;;;538.1409485
Synallaxis kollari;3974.160852;;;;3974.160852
Synallaxis macconnelli;247510.3769;;;;247510.3769
Synallaxis maranonica;4077.527879;;;;4077.527879
Synallaxis moesta;205788.6976;;;;205788.6976
Synallaxis ruficapilla;1175113.168;;;;1175113.168
Synallaxis rutilans;5855371.253;;;;5855371.253
Synallaxis scutata;3789000.944;;;;3789000.944
Synallaxis simoni;20661.09179;;;;20661.09179
Synallaxis spixi;1344036.82;;;;1344036.82
Synallaxis stictothorax;49742.65523;;;;49742.65523
Synallaxis subpudica;15172.18846;;;;15172.18846
Synallaxis tithys;6071.473509;;;;6071.473509
Synallaxis unirufa;210651.3429;;;;210651.3429
Synallaxis zimmeri;526.6594855;;;;526.6594855
Syndactyla dimidiata;1723183.939;;;;1723183.939
Syndactyla guttulata;12337.95688;;;;12337.95688
Syndactyla roraimae;98980.59279;;;;98980.59279
Syndactyla ruficollis;17749.45538;;;;17749.45538
Syndactyla rufosuperciliata;1727287.393;;;;1727287.393
Syndactyla striata;81326.81237;;;;81326.81237
Syndactyla subalaris;249870.059;;;;249870.059
Syndactyla ucayalae;285768.683;;;;285768.683
Synoicus adansonii;5998076.782;;;;5998076.782
Synoicus chinensis;8165089.341;;;;8165089.341
Synoicus ypsilophorus;5709649.585;;;;5709649.585
Synthliboramphus antiquus;139762.8182;294206.0238;5021912.703;;5455881.545
Synthliboramphus craveri;376543.8212;3102.148943;365378.3437;;745024.3138
Synthliboramphus hypoleucus;406837.7554;290.0499205;971103.9959;;1378231.801
Synthliboramphus scrippsi;135704.346;32.242573;665744.9964;;801481.5849
Synthliboramphus wumizusume;570842.5261;102.803598;347909.4812;;918854.8109
Sypheotides indicus;815479.0775;585411.5954;1074410.866;;2475301.539
Syrigma sibilatrix;4235334.026;;;;4235334.026
Syrmaticus ellioti;470156.3799;;;;470156.3799
Syrmaticus humiae;405708.9074;;;;405708.9074
Syrmaticus mikado;13724.9698;;;;13724.9698
Syrmaticus reevesii;531913.6511;;;;531913.6511
Syrmaticus soemmerringii;174779.8481;;;;174779.8481
Syrrhaptes paradoxus;6172736.335;1272421.869;1261430.529;;8706588.733
Syrrhaptes tibetanus;1238241.47;;;;1238241.47
Systellura decussata;201086.7419;;;;201086.7419
Systellura longirostris;3372284.047;783281.2624;924489.604;;5080054.913
Systellura roraimae;220861.1142;;;;220861.1142
Taccocua leschenaultii;2612561.794;;;;2612561.794
Tachornis furcata;32565.68528;;;;32565.68528
Tachornis phoenicobia;194299.4936;;;;194299.4936
Tachornis squamata;9485345.917;;;;9485345.917
Tachuris rubrigastra;2272139.543;;619319.5203;;2891459.063
Tachybaptus dominicus;9160073.269;491.2226635;;;9160564.491
Tachybaptus novaehollandiae;3148584.995;;5160541.847;;8309126.841
Tachybaptus pelzelnii;590922.9362;;;;590922.9362
Tachybaptus ruficollis;30692788.69;5975088.202;853170.9544;;37521047.85
Tachycineta albilinea;755547.0901;;;;755547.0901
Tachycineta albiventer;10908879.57;833415.3564;;;11742294.93
Tachycineta bicolor;;11715072.57;2094779.335;3663004.083;17472855.99
Tachycineta cyaneoviridis;8020.536223;;5209.162834;1406.669693;14636.36875
Tachycineta euchrysea;7958.77859;;;;7958.77859
Tachycineta leucorrhoa;5024422.962;;1361823.986;;6386246.948
Tachycineta meyeni;288777.4494;923238.8207;3055620.541;;4267636.811
Tachycineta stolzmanni;43494.41125;;;;43494.41125
Tachycineta thalassina;712903.5016;5389268.4;410278.6613;51541.08859;6563991.651
Tachyeres brachypterus;11927.68721;;;;11927.68721
Tachyeres leucocephalus;49064.35139;;;;49064.35139
Tachyeres patachonicus;1004478.829;;;;1004478.829
Tachyeres pteneres;328906.5552;;22484.33295;;351390.8882
Tachymarptis aequatorialis;1399443.185;;;;1399443.185
Tachymarptis melba;2245363.668;5057303.191;5635922.904;;12938589.76
Tachyphonus coronatus;1359329.802;;;;1359329.802
Tachyphonus phoenicius;2105620.35;;;;2105620.35
Tachyphonus rufus;5369073.419;;;;5369073.419
Tadorna cana;1631478.512;;;;1631478.512
Tadorna cristata;0.635148;;;;0.635148
Tadorna ferruginea;2405371.646;15998066.31;6003434.787;;24406872.74
Tadorna tadorna;514431.1846;8918012.538;1772304.071;;11204747.79
Tadorna tadornoides;3304090.498;;;;3304090.498
Tadorna variegata;269090.9758;;;;269090.9758
Taeniopygia bichenovii;3108201.434;;;;3108201.434
Taeniopygia castanotis;6273657.66;;;;6273657.66
Taeniopygia guttata;83160.27885;;;;83160.27885
Taeniotriccus andrei;856844.4813;;;;856844.4813
Talegalla cuvieri;121956.3161;;;;121956.3161
Talegalla fuscirostris;284017.9962;;;;284017.9962
Talegalla jobiensis;209964.9322;;;;209964.9322
Tangara abbas;584170.8716;;;;584170.8716
Tangara argentea;93428.02726;;;;93428.02726
Tangara argyrofenges;35683.70482;;;;35683.70482
Tangara arthus;38925.34494;;;;38925.34494
Tangara atrocoerulea;100162.7377;;;;100162.7377
Tangara aurulenta;378342.4015;;;;378342.4015
Tangara brasiliensis;146274.8043;;;;146274.8043
Tangara cabanisi;4509.511074;;;;4509.511074
Tangara callophrys;1481521.352;;;;1481521.352
