binomial,class,body_mass_median,litter_clutch_size,activity,hab_breadth,volant,diet_5cat
Cercomela schlegelii,Aves,23.3,NA,1,NA,2,4
Cercomela scotocerca,Aves,16,NA,1,NA,2,4
Cercomela sinuata,Aves,18.1,NA,1,NA,2,4
Cercomela sordida,Aves,21,NA,1,NA,2,4
Cercomela tractrac,Aves,20.8,NA,1,NA,2,4
Cercopithecus ascanius,Mammalia,3550,1.005,1,2,1,5
Cercopithecus campbelli,Mammalia,3800,1.01,1,3,1,5
Cercopithecus cephus,Mammalia,3444.88,1.005,1,1,1,5
Cercopithecus diana,Mammalia,4358.91,1.005,1,1,1,5
Cercopithecus dryas,Mammalia,3075,1.0125,1,1,1,5
Cercopithecus erythrogaster,Mammalia,3444.88,1.01,1,1,1,5
Cercopithecus erythrotis,Mammalia,3355,1.01,1,2,1,5
Cercopithecus hamlyni,Mammalia,5490,NA,1,2,1,5
Cercopithecus lhoesti,Mammalia,5307.47,1,1,NA,1,5
Cercopithecus mitis,Mammalia,6116.5,1,1,7,1,5
Cercopithecus mona,Mammalia,4208.33,1,1,4,1,5
Cercopithecus neglectus,Mammalia,5479.99,1.01,1,4,1,5
Cercopithecus nictitans,Mammalia,5465,1,1,2,1,5
Cercopithecus petaurista,Mammalia,3233.67,1.02,1,3,1,5
Cercopithecus pogonias,Mammalia,3578.27,1.005,1,NA,1,5
Cercopithecus preussi,Mammalia,5132.57,1.01,1,NA,1,5
Cercopithecus sclateri,Mammalia,3304.99,1.0125,1,2,1,5
Cercopithecus solatus,Mammalia,5256.91,1.0075,1,NA,1,5
Cercotrichas podobe,Aves,24.6175,2.8,1,4,2,4
Cerdocyon thous,Mammalia,5741.66,3.545,2,13,1,5
Cereopsis novaehollandiae,Aves,3664.995,4.24,1,7,2,1
Cerorhinca monocerata,Aves,493.62,1,1,10,2,3
Cerradomys andersoni,Mammalia,37,NA,NA,3,1,NA
Cerradomys maracajuensis,Mammalia,49.91,4.585,2,3,1,1
Cerradomys marinhus,Mammalia,49.91,4.585,2,3,1,1
Cerradomys scotti,Mammalia,49.91,4.585,2,3,1,1
Cerradomys subflavus,Mammalia,49.955,4.4775,2,1,1,1
Certhia americana,Aves,9,5.5,NA,2,2,4
Certhia brachydactyla,Aves,8.2625,5.9,1,7,2,4
Certhia discolor,Aves,10.375,3.7,1,1,2,4
Certhia familiaris,Aves,9.05,5.45,1,2,2,4
Certhia himalayana,Aves,8.8625,4.7,1,5,2,4
Certhia hodgsoni,Aves,9.05,5.45,1,2,2,4
Certhia manipurensis,Aves,10.375,3.7,1,1,2,4
Certhia nipalensis,Aves,11.1,NA,1,1,2,4
Certhia tianquanensis,Aves,9,NA,1,1,2,4
Certhiasomus stictolaemus,Aves,18,NA,NA,3,2,NA
Certhiaxis cinnamomeus,Aves,15.075,3.1,1,4,2,4
Certhiaxis mustelinus,Aves,14.98,NA,1,3,2,4
Certhidea olivacea,Aves,9.625,NA,1,3,2,5
Certhilauda albescens,Aves,30.4,NA,1,NA,2,4
Certhilauda barlowi,Aves,28.06,NA,1,NA,2,4
Certhilauda burra,Aves,37.435,NA,1,NA,2,4
Certhilauda chuana,Aves,44.1,NA,1,1,2,4
Certhilauda curvirostris,Aves,41.155,NA,1,4,2,4
Certhilauda erythrochlamys,Aves,28.06,NA,1,NA,2,4
Certhilauda semitorquata,Aves,40.43,NA,1,2,2,4
Certhilauda subcoronata,Aves,41.155,NA,1,2,2,4
Certhionyx niger,Aves,9.9,NA,1,NA,2,5
Certhionyx pectoralis,Aves,10.1,NA,1,NA,2,2
Certhionyx variegatus,Aves,26.085,2.5,1,4,2,2
Cervus albirostris,Mammalia,161681.9,1,2,3,1,1
Cervus elaphus,Mammalia,165015.85,1.0625,2,5,1,1
Cervus nippon,Mammalia,52999.99,1,2,7,1,1
Ceryle rudis,Aves,84.385,5,1,25,2,3
Cettia acanthizoides,Aves,5.32,NA,1,NA,2,4
Cettia annae,Aves,18.47,NA,1,NA,2,4
Cettia brunnescens,Aves,5.32,NA,1,NA,2,4
Cettia brunnifrons,Aves,7.42,3.9,1,3,2,4
Cettia canturians,Aves,16.2,NA,1,NA,2,4
Cettia carolinae,Aves,19.6,NA,1,NA,2,4
Cettia cetti,Aves,13.5475,4.5,1,5,2,4
Cettia diphone,Aves,13.31,NA,1,NA,2,4
Cettia flavolivacea,Aves,8,NA,1,NA,2,4
Cettia fortipes,Aves,9.59,NA,1,NA,2,4
Cettia haddeni,Aves,24.75,NA,1,NA,2,4
Cettia major,Aves,13,NA,1,3,2,4
Cettia pallidipes,Aves,10,NA,1,NA,2,4
Cettia parens,Aves,14,NA,1,NA,2,4
Cettia ruficapilla,Aves,12.7,NA,1,NA,2,4
Cettia seebohmi,Aves,12.2,NA,1,NA,2,4
Cettia vulcania,Aves,12.89,NA,1,NA,2,4
Ceuthmochares aereus,Aves,65.825,3,1,4,2,4
Ceuthmochares australis,Aves,65.8,3,NA,4,2,NA
Ceyx argentatus,Aves,17.9,NA,NA,5,2,NA
Ceyx azureus,Aves,34.375,5.6,NA,13,2,NA
Ceyx cajeli,Aves,26.27416667,NA,NA,4,2,NA
Ceyx collectoris,Aves,26.27416667,NA,NA,4,2,NA
Ceyx cyanopectus,Aves,21.5,NA,NA,4,2,NA
Ceyx dispar,Aves,26.27416667,NA,NA,4,2,NA
Ceyx erithaca,Aves,17.9825,NA,1,6,2,4
Ceyx fallax,Aves,18,NA,1,1,2,4
Ceyx flumenicola,Aves,26.27416667,NA,NA,5,2,NA
Ceyx gentianus,Aves,26.27416667,NA,NA,4,2,NA
Ceyx lepidus,Aves,23.2225,NA,1,4,2,4
Ceyx margarethae,Aves,26.27416667,NA,NA,4,2,NA
Ceyx meeki,Aves,26.27416667,NA,NA,4,2,NA
Ceyx melanurus,Aves,22.8375,NA,1,2,2,4
Ceyx mindanensis,Aves,26.27416667,NA,NA,2,2,NA
Ceyx mulcatus,Aves,26.27416667,NA,NA,4,2,NA
Ceyx nigrirostris,Aves,26.27416667,NA,NA,4,2,NA
Ceyx nigromaxilla,Aves,26.27416667,NA,NA,4,2,NA
Ceyx pusillus,Aves,13.65,4.5,NA,6,2,NA
Ceyx sacerdotis,Aves,26.27416667,NA,NA,4,2,NA
Ceyx sangirensis,Aves,26.27416667,NA,NA,1,2,NA
Ceyx solitarius,Aves,26.27416667,NA,NA,4,2,NA
Ceyx wallacii,Aves,26.27416667,NA,NA,4,2,NA
Ceyx websteri,Aves,67,NA,NA,4,2,NA
Chacodelphys formosa,Mammalia,22,NA,NA,1,1,NA
Chaerephon aloysiisabaudiae,Mammalia,19.54,NA,2,3,2,4
Chaerephon ansorgei,Mammalia,16.14,NA,2,2,2,4
Chaerephon bemmeleni,Mammalia,19,NA,2,2,2,4
Chaerephon bivittatus,Mammalia,15.42,1,2,4,2,4
Chaerephon bregullae,Mammalia,20.71,NA,2,3,2,4
Chaerephon chapini,Mammalia,10,NA,2,2,2,4
Chaerephon gallagheri,Mammalia,18.65,NA,2,1,2,4
Chaerephon jobensis,Mammalia,20.71,NA,2,7,2,4
Chaerephon jobimena,Mammalia,25.9,NA,NA,3,2,NA
Chaerephon johorensis,Mammalia,18.65,NA,2,1,2,4
Chaerephon major,Mammalia,15.17,1,2,3,2,4
Chaerephon nigeriae,Mammalia,20.14,NA,2,3,2,4
Chaerephon plicatus,Mammalia,21.83,0.99,2,4,2,4
Chaerephon pumilus,Mammalia,10.98,1,2,7,2,4
Chaerephon russatus,Mammalia,16.98,0.99,2,1,2,4
Chaerephon solomonis,Mammalia,20.71,NA,2,1,2,4
Chaerephon tomensis,Mammalia,7.48,NA,2,1,2,4
Chaetocauda sichuanensis,Mammalia,31.51,NA,2,1,1,5
Chaetocercus astreans,Aves,3.21,NA,1,3,2,2
Chaetocercus berlepschi,Aves,3.01,NA,1,2,2,2
Chaetocercus bombus,Aves,6.5,NA,1,3,2,2
Chaetocercus heliodor,Aves,3.01,NA,1,3,2,2
Chaetocercus jourdanii,Aves,3.26,NA,1,5,2,2
Chaetocercus mulsant,Aves,3.9625,NA,1,4,2,2
Chaetodipus arenarius,Mammalia,23,2.91,2,1,1,1
Chaetodipus artus,Mammalia,21.74,NA,2,1,1,1
Chaetodipus baileyi,Mammalia,28.44,3.68,2,1,1,1
Chaetodipus californicus,Mammalia,23.01,4,2,1,1,1
Chaetodipus dalquesti,Mammalia,20.31,2.91,2,NA,1,1
Chaetodipus eremicus,Mammalia,15.57,3.645,2,2,1,1
Chaetodipus fallax,Mammalia,18.945,3.3375,2,2,1,1
Chaetodipus formosus,Mammalia,19.45,5.28,2,3,1,1
Chaetodipus goldmani,Mammalia,23,NA,2,1,1,1
Chaetodipus hispidus,Mammalia,35.7,5.23,2,2,1,1
Chaetodipus intermedius,Mammalia,15.45,5.2725,2,3,1,1
Chaetodipus lineatus,Mammalia,23,NA,2,1,1,1
Chaetodipus nelsoni,Mammalia,15.53,3.515,2,3,1,1
Chaetodipus penicillatus,Mammalia,15.57,3.4725,2,2,1,1
Chaetodipus pernix,Mammalia,17,NA,2,1,1,1
Chaetodipus rudinoris,Mammalia,20.31,3.68,2,2,1,1
Chaetodipus spinatus,Mammalia,16.34,3.5,2,2,1,1
Chaetomys subspinosus,Mammalia,1299.99,NA,2,2,1,1
Chaetophractus nationi,Mammalia,2110.04,1.5,2,NA,1,5
Chaetophractus vellerosus,Mammalia,1020.08,NA,2,8,1,5
Chaetophractus villosus,Mammalia,4372.8,1.635,2,12,1,5
Chaetops aurantius,Aves,54.0125,2,1,2,2,4
Chaetops frenatus,Aves,55.245,2,1,1,2,4
Chaetorhynchus papuensis,Aves,37.185,NA,1,2,2,4
Chaetornis striata,Aves,32,3.9,1,4,2,4
Chaetura brachyura,Aves,18.525,4,1,4,2,4
Chaetura chapmani,Aves,23.84,2.25,1,3,2,4
Chaetura cinereiventris,Aves,14.15,2.9,1,4,2,4
Chaetura egregia,Aves,19.15,2.9,1,1,2,4
Chaetura fumosa,Aves,16.42833334,NA,1,2,2,4
Chaetura martinica,Aves,12.55,NA,1,2,2,4
Chaetura meridionalis,Aves,22.075,3.75,1,4,2,4
Chaetura pelagica,Aves,23.55,4.5,1,5,2,4
Chaetura spinicaudus,Aves,15.695,NA,1,3,2,4
Chaetura vauxi,Aves,17.6625,4,1,4,2,4
Chaimarrornis leucocephalus,Aves,30.04,NA,1,NA,2,4
Chalcites basalis,Aves,23.12,NA,NA,4,2,NA
Chalcites crassirostris,Aves,18.6,NA,NA,8,2,NA
Chalcites lucidus,Aves,24.44,NA,NA,5,2,NA
Chalcites megarhynchus,Aves,31.5,NA,NA,1,2,NA
Chalcites meyerii,Aves,19.42,NA,NA,3,2,NA
Chalcites minutillus,Aves,18.6,NA,NA,8,2,NA
Chalcites osculans,Aves,30.9,NA,NA,2,2,NA
Chalcites ruficollis,Aves,21,NA,NA,1,2,NA
Chalcophaps indica,Aves,136.7616667,2,1,6,2,5
Chalcophaps longirostris,Aves,136.9833334,2,NA,5,2,NA
Chalcophaps stephani,Aves,125.99,2,1,3,2,5
Chalcopsitta atra,Aves,211.25,NA,1,7,2,2
Chalcopsitta cardinalis,Aves,183.875,NA,1,3,2,2
Chalcopsitta duivenbodei,Aves,218,NA,1,1,2,2
Chalcopsitta scintillata,Aves,190,NA,NA,5,2,NA
Chalcostigma herrani,Aves,5.8,NA,1,4,2,2
Chalcostigma heteropogon,Aves,6.1,NA,1,3,2,2
Chalcostigma olivaceum,Aves,8.5,NA,1,3,2,2
Chalcostigma ruficeps,Aves,3.4,NA,1,3,2,2
Chalcostigma stanleyi,Aves,5.6625,NA,1,3,2,2
Chalinolobus dwyeri,Mammalia,8.74,1.505,2,6,2,4
Chalinolobus gouldii,Mammalia,14.47,1.5575,2,6,2,4
Chalinolobus morio,Mammalia,8.91,1.285,2,10,2,4
Chalinolobus neocaledonicus,Mammalia,10.17,1.705,2,1,2,4
Chalinolobus nigrogriseus,Mammalia,8.79,1.5,2,7,2,4
Chalinolobus picatus,Mammalia,5.86,2,2,4,2,4
Chalinolobus tuberculatus,Mammalia,10.17,0.98,2,1,2,4
Chalybura buffonii,Aves,6.8325,NA,1,6,2,2
Chalybura urochrysia,Aves,6.5775,2,1,3,2,2
Chamaea fasciata,Aves,14.715,3.74,1,2,2,5
Chamaepetes goudotii,Aves,728.335,NA,1,1,2,2
Chamaepetes unicolor,Aves,1135,2.5,1,1,2,2
Chamaeza campanisona,Aves,92.79,2,1,3,2,4
Chamaeza meruloides,Aves,69,NA,1,2,2,4
Chamaeza mollissima,Aves,72.125,NA,1,1,2,4
Chamaeza nobilis,Aves,123,NA,1,1,2,4
Chamaeza ruficauda,Aves,70.8375,NA,1,2,2,4
Chamaeza turdina,Aves,84.6525,NA,1,1,2,4
Charadrius alexandrinus,Aves,42.3,3,1,17,2,4
Charadrius alticola,Aves,44.925,NA,1,2,2,4
Charadrius aquilonius,Aves,57.52902778,NA,NA,8,2,NA
Charadrius asiaticus,Aves,76.795,3,1,13,2,4
Charadrius bicinctus,Aves,59.4,3,1,10,2,4
Charadrius bifrontatus,Aves,57.52902778,NA,NA,4,2,NA
Charadrius collaris,Aves,28.3,2,1,2,2,4
Charadrius dealbatus,Aves,57.52902778,NA,NA,17,2,NA
Charadrius dubius,Aves,38.7125,4,1,12,2,4
Charadrius falklandicus,Aves,65,3,1,7,2,4
Charadrius forbesi,Aves,39.425,2.185,1,5,2,4
Charadrius hiaticula,Aves,64.07,3.5,1,13,2,4
Charadrius javanicus,Aves,61.9,NA,1,5,2,4
Charadrius leschenaultii,Aves,74.9,3,1,13,2,4
Charadrius marginatus,Aves,46.73333334,2.905,1,11,2,4
Charadrius melodus,Aves,54.39916667,4,1,4,2,4
Charadrius modestus,Aves,78,2,1,5,2,4
Charadrius mongolus,Aves,64,3,1,14,2,4
Charadrius montanus,Aves,98.225,3,1,3,2,4
Charadrius nivosus,Aves,42.3,3,NA,17,2,NA
Charadrius obscurus,Aves,146,2.9,1,8,2,4
Charadrius pallidus,Aves,35.1,2,1,5,2,4
Charadrius pecuarius,Aves,33.75,2,1,17,2,4
Charadrius peronii,Aves,42,3,1,3,2,4
Charadrius placidus,Aves,61.85,4,1,4,2,4
Charadrius ruficapillus,Aves,39.3,2.905,1,7,2,4
Charadrius sanctaehelenae,Aves,51.85,NA,1,3,2,4
Charadrius semipalmatus,Aves,49.37,3.79,1,11,2,4
Charadrius thoracicus,Aves,11.5,2,1,4,2,4
Charadrius tricollaris,Aves,31.275,2,1,4,2,4
Charadrius veredus,Aves,91.125,NA,1,8,2,4
Charadrius vociferus,Aves,95.3575,4,1,6,2,4
Charadrius wilsonia,Aves,58.00833334,3,1,2,2,4
Charitospiza eucosma,Aves,10.844,NA,NA,1,2,5
Charmosyna amabilis,Aves,8.54,NA,1,1,2,2
Charmosyna diadema,Aves,36.98,NA,1,3,2,2
Charmosyna josefinae,Aves,74,NA,1,3,2,2
Charmosyna margarethae,Aves,49.17,NA,1,3,2,2
Charmosyna meeki,Aves,23.6625,NA,1,2,2,2
Charmosyna multistriata,Aves,36.98,NA,1,1,2,5
Charmosyna palmarum,Aves,36.98,NA,1,2,2,2
Charmosyna papou,Aves,82.945,NA,1,2,2,5
Charmosyna placentis,Aves,33.6,2,1,4,2,5
Charmosyna pulchella,Aves,34.2375,2,1,3,2,2
Charmosyna rubrigularis,Aves,36.875,NA,1,2,2,5
Charmosyna rubronotata,Aves,32.5,NA,1,3,2,2
Charmosyna stellae,Aves,40.03071429,NA,NA,2,2,NA
Charmosyna toxopei,Aves,36.98,NA,1,2,2,2
Charmosyna wilhelminae,Aves,36.98,NA,1,2,2,2
Chasiempis ibidis,Aves,14.025,2,NA,3,2,NA
Chasiempis sandwichensis,Aves,13.8575,2,1,5,2,4
Chasiempis sclateri,Aves,14.025,2,NA,3,2,NA
Chauna chavaria,Aves,2580.57,3.95,1,4,2,1
Chauna torquata,Aves,3925,4,1,4,2,1
Cheirogaleus crossleyi,Mammalia,400,2.255,2,2,1,5
Cheirogaleus major,Mammalia,446.02,2.2575,2,3,1,5
Cheirogaleus medius,Mammalia,196.76,2.09,2,1,1,5
Cheirogaleus minusculus,Mammalia,313.773,NA,2,1,1,5
Cheirogaleus sibreei,Mammalia,342.156,2.255,2,1,1,5
Cheiromeles parvidens,Mammalia,169.43,NA,2,4,2,4
Cheiromeles torquatus,Mammalia,169.43,NA,2,2,2,4
Chelemys delfini,Mammalia,60.895,NA,2,2,1,1
Chelemys macronyx,Mammalia,70.99,4.37,2,3,1,1
Chelemys megalonyx,Mammalia,50.8,NA,2,1,1,1
Chelictinia riocourii,Aves,110,4,1,4,2,4
Chelidoptera tenebrosa,Aves,35.575,1.7,1,8,2,4
Chenonetta jubata,Aves,809.98,9.7,1,7,2,1
Cheramoeca leucosterna,Aves,14.075,4.9,1,5,2,4
Chersomanes albofasciata,Aves,24.2925,NA,1,4,2,4
Chersophilus duponti,Aves,39.4,2.76,1,5,2,5
Chibchanomys orcesi,Mammalia,49.995,NA,2,2,1,1
Chibchanomys trichotis,Mammalia,49.99,0.97,2,2,1,1
Chilomys instans,Mammalia,19,NA,2,1,1,1
Chilonatalus micropus,Mammalia,3,1,2,1,2,4
Chilonatalus tumidifrons,Mammalia,3.62,NA,2,1,2,4
Chimarrogale hantu,Mammalia,54.99,NA,2,5,1,4
Chimarrogale himalayica,Mammalia,33.5,NA,2,2,1,4
Chimarrogale phaeura,Mammalia,31,NA,2,4,1,4
Chimarrogale platycephalus,Mammalia,36.32,NA,2,1,1,4
Chimarrogale styani,Mammalia,25.8,NA,2,5,1,4
Chimarrogale sumatrana,Mammalia,30,NA,2,2,1,4
Chinchilla chinchilla,Mammalia,499.99,2.125,2,2,1,1
Chinchilla lanigera,Mammalia,480.28,1.7775,2,3,1,1
Chinchillula sahamae,Mammalia,169.74,NA,2,2,1,1
Chionis albus,Aves,669.47,2.44,1,4,2,3
Chionis minor,Aves,522.48,2.295,1,5,2,3
Chionomys gud,Mammalia,93.5,5.83,2,1,1,1
Chionomys nivalis,Mammalia,42.01,3.2325,2,1,1,1
Chionomys roberti,Mammalia,93.5,1.94,2,1,1,1
Chiroderma doriae,Mammalia,19.9,1,2,1,2,2
Chiroderma improvisum,Mammalia,35.39,NA,2,1,2,2
Chiroderma salvini,Mammalia,26.3,0.99,2,3,2,2
Chiroderma trinitatum,Mammalia,13.91,0.98,2,2,2,2
Chiroderma villosum,Mammalia,23.81,0.99,2,1,2,2
Chiromyscus chiropus,Mammalia,77.8,NA,2,2,1,1
Chironax melanocephalus,Mammalia,17.7,0.98,2,3,2,2
Chironectes minimus,Mammalia,946,3.43,2,5,1,5
Chiropodomys calamianensis,Mammalia,28.9,NA,2,3,1,1
Chiropodomys gliroides,Mammalia,23.68,1.91,2,3,1,1
Chiropodomys karlkoopmani,Mammalia,29.1,NA,2,1,1,1
Chiropodomys major,Mammalia,28.9,NA,2,2,1,1
Chiropodomys muroides,Mammalia,28.9,NA,2,1,1,1
Chiropodomys pusillus,Mammalia,28.9,2.17,2,2,1,1
Chiropotes albinasus,Mammalia,2900,1.005,1,2,1,5
Chiropotes chiropotes,Mammalia,2942.5,1,1,1,1,2
Chiropotes satanas,Mammalia,2967.27,1,1,1,1,5
Chiropotes utahickae,Mammalia,2942.5,1,1,1,1,1
Chiroxiphia boliviana,Aves,17.015,2,1,2,2,5
Chiroxiphia caudata,Aves,25.6,2,1,3,2,5
Chiroxiphia lanceolata,Aves,18.5,2,1,4,2,2
Chiroxiphia linearis,Aves,17.67,1.875,1,4,2,2
Chiroxiphia pareola,Aves,16.845,2,1,2,2,5
Chiruromys forbesi,Mammalia,105.15,2.68,2,2,1,1
Chiruromys lamia,Mammalia,47.2,2.15,2,1,1,1
Chiruromys vates,Mammalia,45.46,1.0525,2,2,1,1
Chlamydera cerviniventris,Aves,156.45,1,1,8,2,5
Chlamydera guttata,Aves,137.24,2,1,2,2,2
Chlamydera lauterbachi,Aves,119.6,1,1,8,2,5
Chlamydera maculata,Aves,140.245,2.2,1,2,2,5
Chlamydera nuchalis,Aves,208.215,1.4,1,6,2,2
Chlamydochaera jefferyi,Aves,59.61,NA,1,2,2,2
Chlamydotis macqueenii,Aves,1502.5,2.5,NA,4,2,NA
Chlamydotis undulata,Aves,1501.915,2.5,1,4,2,5
Chlamyphorus truncatus,Mammalia,83.53,NA,2,5,1,4
Chlidonias albostriatus,Aves,93.85,NA,NA,5,2,NA
Chlidonias hybrida,Aves,85.835,2.635,1,8,2,3
Chlidonias leucopterus,Aves,54.15,2.91,1,15,2,4
Chlidonias niger,Aves,64.15,3,1,18,2,3
Chloephaga hybrida,Aves,2304.4,5,1,4,2,1
Chloephaga melanoptera,Aves,2563.5,7.333333333,1,4,2,1
Chloephaga picta,Aves,2905.185,6.3,1,3,2,1
Chloephaga poliocephala,Aves,2117.445,5,1,6,2,1
Chloephaga rubidiceps,Aves,2043,6,1,3,2,1
Chlorocebus aethiops,Mammalia,4155,1,1,7,1,5
Chlorocebus cynosuros,Mammalia,4993,1,1,6,1,5
Chlorocebus djamdjamensis,Mammalia,5104.25,1,1,1,1,1
Chlorocebus pygerythrus,Mammalia,4993,1,1,10,1,5
Chlorocebus sabaeus,Mammalia,5104.25,1,1,7,1,5
Chlorocebus tantalus,Mammalia,4961.5,1,1,9,1,5
Chloroceryle aenea,Aves,14.3,3.5,1,7,2,3
Chloroceryle amazona,Aves,126.565,3.75,1,6,2,5
Chloroceryle americana,Aves,33.79833334,4.5,1,14,2,3
Chloroceryle inda,Aves,52.9375,NA,1,5,2,3
Chlorocharis emiliae,Aves,13.9,NA,1,1,2,4
Chlorochrysa calliparaea,Aves,17.6,NA,1,1,2,2
Chlorochrysa nitidissima,Aves,19.025,NA,1,1,2,4
Chlorochrysa phoenicotis,Aves,21.9,NA,1,1,2,4
Chlorocichla falkensteini,Aves,31.7,2,1,7,2,2
Chlorocichla flavicollis,Aves,48.72,NA,1,NA,2,2
Chlorocichla flaviventris,Aves,40.68,2,1,7,2,5
Chlorocichla laetissima,Aves,50.2,NA,1,2,2,2
Chlorocichla prigoginei,Aves,45.26,NA,1,4,2,5
Chlorocichla simplex,Aves,46.1025,2,1,6,2,5
Chloropeta gracilirostris,Aves,10.8,NA,1,NA,2,4
Chloropeta natalensis,Aves,11.7,NA,1,NA,2,4
Chloropeta similis,Aves,11.1,NA,1,NA,2,4
Chlorophanes spiza,Aves,18.875,2,1,4,2,2
Chlorophonia callophrys,Aves,25.7625,NA,1,1,2,2
Chlorophonia cyanea,Aves,14,NA,1,4,2,2
Chlorophonia flavirostris,Aves,11,NA,1,1,2,2
Chlorophonia occipitalis,Aves,25.8,NA,1,2,2,2
Chlorophonia pyrrhophrys,Aves,17.25,NA,1,1,2,2
Chloropsis aurifrons,Aves,30.655,2.2,1,5,2,2
Chloropsis cochinchinensis,Aves,24.5,2.4,1,4,2,2
Chloropsis cyanopogon,Aves,22.05,NA,1,1,2,2
Chloropsis flavipennis,Aves,35.4,NA,1,1,2,2
Chloropsis hardwickii,Aves,32.52,2.4,1,2,2,2
Chloropsis jerdoni,Aves,24.5,2.4,1,6,2,2
Chloropsis kinabaluensis,Aves,24.5,NA,1,1,2,2
Chloropsis media,Aves,36.155,NA,1,3,2,2
Chloropsis palawanensis,Aves,30.48,NA,1,1,2,4
Chloropsis sonnerati,Aves,44.275,NA,1,2,2,2
Chloropsis venusta,Aves,30.2,NA,1,2,2,5
Chlorornis riefferii,Aves,53,NA,1,1,2,5
Chlorospingus canigularis,Aves,18,NA,1,3,2,5
Chlorospingus flavigularis,Aves,25.925,NA,1,6,2,2
Chlorospingus flavovirens,Aves,25,NA,1,NA,2,5
Chlorospingus inornatus,Aves,28.05,NA,1,2,2,5
Chlorospingus ophthalmicus,Aves,19.98,NA,1,NA,2,4
Chlorospingus parvirostris,Aves,24,NA,1,4,2,4
Chlorospingus pileatus,Aves,20.825,1.5,1,3,2,5
Chlorospingus semifuscus,Aves,19.55,NA,1,1,2,2
Chlorospingus tacarcunae,Aves,18.9,NA,1,1,2,4
Chlorostilbon assimilis,Aves,2.6925,2,1,2,2,2
Chlorostilbon auriceps,Aves,2.655,2,1,6,2,2
Chlorostilbon canivetii,Aves,2.6675,2,1,7,2,2
Chlorostilbon forficatus,Aves,2.6675,2,1,3,2,2
Chlorostilbon gibsoni,Aves,2.68,2,1,3,2,2
Chlorostilbon lucidus,Aves,3.5,2,1,10,2,2
Chlorostilbon maugaeus,Aves,3.3875,2,1,8,2,2
Chlorostilbon mellisugus,Aves,2.6675,2,1,8,2,2
Chlorostilbon notatus,Aves,3.17125,NA,NA,7,2,NA
Chlorostilbon olivaresi,Aves,3.695,NA,1,2,2,2
Chlorostilbon poortmani,Aves,3.5,2,1,4,2,2
Chlorostilbon ricordii,Aves,3.3225,2,1,9,2,2
Chlorostilbon russatus,Aves,3.4,2,1,7,2,2
Chlorostilbon stenurus,Aves,3.4,2,1,4,2,2
Chlorostilbon swainsonii,Aves,4.1625,2,1,3,2,2
Chlorotalpa duthieae,Mammalia,31.34,2,2,5,1,4
Chlorotalpa sclateri,Mammalia,38.3,2,2,8,1,4
Chlorothraupis carmioli,Aves,38.975,2,1,NA,2,4
Chlorothraupis olivacea,Aves,38.875,NA,1,NA,2,4
Chlorothraupis stolzmanni,Aves,39.3,1.4,1,NA,2,2
Chodsigoa caovansunga,Mammalia,7.601468112,NA,2,1,1,4
Chodsigoa hypsibia,Mammalia,6.823670278,NA,2,2,1,4
Chodsigoa lamula,Mammalia,6.823670278,NA,2,1,1,4
Chodsigoa parca,Mammalia,8,NA,2,2,1,4
Chodsigoa parva,Mammalia,7.601468112,NA,2,NA,1,4
Chodsigoa salenskii,Mammalia,5.49,NA,2,NA,1,4
Chodsigoa smithii,Mammalia,18.76,NA,2,1,1,4
Chodsigoa sodalis,Mammalia,7.601468112,NA,2,1,1,4
Choeroniscus godmani,Mammalia,7.9,0.98,2,3,2,2
Choeroniscus minor,Mammalia,8.63,0.98,2,4,2,2
Choeroniscus periosus,Mammalia,10.46,NA,2,1,2,2
Choeronycteris mexicana,Mammalia,17.26,0.9925,2,5,2,2
Choeropsis liberiensis,Mammalia,227500,1,2,5,1,1
Choloepus didactylus,Mammalia,6250,1,2,2,1,1
Choloepus hoffmanni,Mammalia,4750.01,1,2,2,1,1
Chondestes grammacus,Aves,28.762375,4.02,1,4,2,1
Chondrohierax uncinatus,Aves,287.41,2,1,5,2,4
Chondrohierax wilsonii,Aves,287.41,2,1,1,2,4
Chordeiles acutipennis,Aves,49.16,1.75,2,4,2,4
Chordeiles gundlachii,Aves,64.65,2,2,3,2,4
Chordeiles minor,Aves,79.3,2,2,12,2,4
Chordeiles nacunda,Aves,159,1.45,NA,3,2,NA
Chordeiles pusillus,Aves,30.6,1,2,2,2,4
Chordeiles rupestris,Aves,58,1.4,2,4,2,4
Chrotogale owstoni,Mammalia,3258.855,2,2,2,1,4
Chrotomys gonzalesi,Mammalia,140.2,NA,2,1,1,1
Chrotomys mindorensis,Mammalia,151.98,NA,2,2,1,1
Chrotomys sibuyanensis,Mammalia,139.79,NA,NA,1,1,NA
Chrotomys silaceus,Mammalia,115,NA,2,1,1,1
Chrotomys whiteheadi,Mammalia,151.98,NA,2,1,1,1
Chrotopterus auritus,Mammalia,78.26,0.9925,2,2,2,5
Chrysochloris asiatica,Mammalia,37.16,3.305,2,9,1,4
Chrysochloris stuhlmanni,Mammalia,47.78,0.96,2,5,1,4
Chrysochloris visagiei,Mammalia,30,3.12,2,1,1,4
Chrysococcyx caprius,Aves,33.1825,NA,1,7,2,4
Chrysococcyx cupreus,Aves,37.775,NA,1,3,2,4
Chrysococcyx flavigularis,Aves,29.32,NA,1,1,2,4
Chrysococcyx klaas,Aves,27.5975,3.5,1,3,2,4
