ebird_COMMON_NAME,ebird_SCIENTIFIC_NAME,order,family,TipLabel
Parana Antwren,Stymphalornis acutirostris,Passeriformes,Thamnophilidae (Typical Antbirds),Stymphalornis_acutirostris
Ferruginous Antbird,Drymophila ferruginea,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_ferruginea
Bertoni's Antbird,Drymophila rubricollis,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_rubricollis
Rufous-tailed Antbird,Drymophila genei,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_genei
Ochre-rumped Antbird,Drymophila ochropyga,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_ochropyga
Dusky-tailed Antbird,Drymophila malura,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_malura
Scaled Antbird,Drymophila squamata,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_squamata
Striated Antbird,Drymophila devillei,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_devillei
East Andean Antbird,Drymophila caudata,Passeriformes,Thamnophilidae (Typical Antbirds),Drymophila_caudata
Klages's Antbird,Drymophila klagesi,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Santa Marta Antbird,Drymophila hellmayri,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Streak-headed Antbird,Drymophila striaticeps,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Guianan Warbling-Antbird,Hypocnemis cantator,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_cantator
Imeri Warbling-Antbird,Hypocnemis flavescens,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_flavescens
Peruvian Warbling-Antbird,Hypocnemis peruviana,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_peruviana
Yellow-breasted Warbling-Antbird,Hypocnemis subflava,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_subflava
Rondonia Warbling-Antbird,Hypocnemis ochrogyna,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_ochrogyna
Spix's Warbling-Antbird,Hypocnemis striata,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_striata
Manicore Warbling-Antbird,Hypocnemis rondoni,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Yellow-browed Antbird,Hypocnemis hypoxantha,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemis_hypoxantha
Orange-bellied Antwren,Terenura sicki,Passeriformes,Thamnophilidae (Typical Antbirds),Terenura_sicki
Streak-capped Antwren,Terenura maculata,Passeriformes,Thamnophilidae (Typical Antbirds),Terenura_maculata
Willis's Antbird,Cercomacroides laeta,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_laeta
Parker's Antbird,Cercomacroides parkeri,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_parkeri
Dusky Antbird,Cercomacroides tyrannina,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_tyrannina
Black Antbird,Cercomacroides serva,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_serva
Blackish Antbird,Cercomacroides nigrescens,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_nigrescens
Riparian Antbird,Cercomacroides fuscicauda,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Manu Antbird,Cercomacra manu,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_manu
Gray Antbird,Cercomacra cinerascens,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_cinerascens
Rio de Janeiro Antbird,Cercomacra brasiliana,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_brasiliana
Mato Grosso Antbird,Cercomacra melanaria,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_melanaria
Bananal Antbird,Cercomacra ferdinandi,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_ferdinandi
Jet Antbird,Cercomacra nigricans,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_nigricans
Rio Branco Antbird,Cercomacra carbonaria,Passeriformes,Thamnophilidae (Typical Antbirds),Cercomacra_carbonaria
White-backed Fire-eye,Pyriglena leuconota,Passeriformes,Thamnophilidae (Typical Antbirds),Pyriglena_leuconota
Fringe-backed Fire-eye,Pyriglena atra,Passeriformes,Thamnophilidae (Typical Antbirds),Pyriglena_atra
White-shouldered Fire-eye,Pyriglena leucoptera,Passeriformes,Thamnophilidae (Typical Antbirds),Pyriglena_leucoptera
Slender Antbird,Rhopornis ardesiacus,Passeriformes,Thamnophilidae (Typical Antbirds),Rhopornis_ardesiacus
White-browed Antbird,Myrmoborus leucophrys,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmoborus_leucophrys
Ash-breasted Antbird,Myrmoborus lugubris,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmoborus_lugubris
Black-faced Antbird,Myrmoborus myotherinus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmoborus_myotherinus
Black-tailed Antbird,Myrmoborus melanurus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmoborus_melanurus
White-lined Antbird,Myrmoborus lophotes,Passeriformes,Thamnophilidae (Typical Antbirds),Percnostola_lophotes
Black-chinned Antbird,Hypocnemoides melanopogon,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemoides_melanopogon
Band-tailed Antbird,Hypocnemoides maculicauda,Passeriformes,Thamnophilidae (Typical Antbirds),Hypocnemoides_maculicauda
Black-and-white Antbird,Myrmochanes hemileucus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmochanes_hemileucus
Bare-crowned Antbird,Gymnocichla nudiceps,Passeriformes,Thamnophilidae (Typical Antbirds),Gymnocichla_nudiceps
Silvered Antbird,Sclateria naevia,Passeriformes,Thamnophilidae (Typical Antbirds),Sclateria_naevia
Black-headed Antbird,Percnostola rufifrons,Passeriformes,Thamnophilidae (Typical Antbirds),Percnostola_rufifrons
Allpahuayo Antbird,Percnostola arenarum,Passeriformes,Thamnophilidae (Typical Antbirds),Percnostola_arenarum
Slate-colored Antbird,Myrmelastes schistaceus,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_schistacea
Roraiman Antbird,Myrmelastes saturatus,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_saturata
Plumbeous Antbird,Myrmelastes hyperythrus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_hyperythra
Spot-winged Antbird,Myrmelastes leucostigma,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_leucostigma
Humaita Antbird,Myrmelastes humaythae,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_humaythae
Brownish-headed Antbird,Myrmelastes brunneiceps,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_brunneiceps
Rufous-faced Antbird,Myrmelastes rufifacies,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_rufifacies
Caura Antbird,Myrmelastes caurensis,Passeriformes,Thamnophilidae (Typical Antbirds),Schistocichla_caurensis
White-bellied Antbird,Myrmeciza longipes,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_longipes
Chestnut-backed Antbird,Poliocrania exsul,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_exsul
Gray-headed Antbird,Ampelornis griseiceps,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_griseiceps
Dull-mantled Antbird,Sipia laemosticta,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_laemosticta
Magdalena Antbird,Sipia palliata,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Esmeraldas Antbird,Sipia nigricauda,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_nigricauda
Stub-tailed Antbird,Sipia berlepschi,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_berlepschi
Chestnut-tailed Antbird,Sciaphylax hemimelaena,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_hemimelaena
Zimmer's Antbird,Sciaphylax castanea,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_castanea
Ferruginous-backed Antbird,Myrmoderus ferrugineus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_ferruginea
Cordillera Azul Antbird,Myrmoderus eowilsoni,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Scalloped Antbird,Myrmoderus ruficauda,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_ruficauda
White-bibbed Antbird,Myrmoderus loricatus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_loricata
Squamate Antbird,Myrmoderus squamosus,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_squamosa
White-shouldered Antbird,Akletos melanoceps,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_melanoceps
Goeldi's Antbird,Akletos goeldii,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_goeldii
Sooty Antbird,Hafferia fortis,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_fortis
Zeledon's Antbird,Hafferia zeledoni,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Blue-lored Antbird,Hafferia immaculata,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_immaculata
Yapacana Antbird,Aprositornis disjuncta,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_disjuncta
Black-throated Antbird,Myrmophylax atrothorax,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_atrothorax
Gray-bellied Antbird,Ammonastes pelzelni,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmeciza_pelzelni
Wing-banded Antbird,Myrmornis torquata,Passeriformes,Thamnophilidae (Typical Antbirds),Myrmornis_torquata
White-plumed Antbird,Pithys albifrons,Passeriformes,Thamnophilidae (Typical Antbirds),Pithys_albifrons
White-masked Antbird,Pithys castaneus,Passeriformes,Thamnophilidae (Typical Antbirds),Pithys_castaneus
Bicolored Antbird,Gymnopithys bicolor,Passeriformes,Thamnophilidae (Typical Antbirds),NA
White-cheeked Antbird,Gymnopithys leucaspis,Passeriformes,Thamnophilidae (Typical Antbirds),Gymnopithys_leucaspis
Rufous-throated Antbird,Gymnopithys rufigula,Passeriformes,Thamnophilidae (Typical Antbirds),Gymnopithys_rufigula
White-throated Antbird,Oneillornis salvini,Passeriformes,Thamnophilidae (Typical Antbirds),Gymnopithys_salvini
Lunulated Antbird,Oneillornis lunulatus,Passeriformes,Thamnophilidae (Typical Antbirds),Gymnopithys_lunulatus
Bare-eyed Antbird,Rhegmatorhina gymnops,Passeriformes,Thamnophilidae (Typical Antbirds),Rhegmatorhina_gymnops
Harlequin Antbird,Rhegmatorhina berlepschi,Passeriformes,Thamnophilidae (Typical Antbirds),Rhegmatorhina_berlepschi
White-breasted Antbird,Rhegmatorhina hoffmannsi,Passeriformes,Thamnophilidae (Typical Antbirds),Rhegmatorhina_hoffmannsi
Chestnut-crested Antbird,Rhegmatorhina cristata,Passeriformes,Thamnophilidae (Typical Antbirds),Rhegmatorhina_cristata
Hairy-crested Antbird,Rhegmatorhina melanosticta,Passeriformes,Thamnophilidae (Typical Antbirds),Rhegmatorhina_melanosticta
Spotted Antbird,Hylophylax naevioides,Passeriformes,Thamnophilidae (Typical Antbirds),Hylophylax_naevioides
Spot-backed Antbird,Hylophylax naevius,Passeriformes,Thamnophilidae (Typical Antbirds),Hylophylax_naevius
Dot-backed Antbird,Hylophylax punctulatus,Passeriformes,Thamnophilidae (Typical Antbirds),Hylophylax_punctulatus
Common Scale-backed Antbird,Willisornis poecilinotus,Passeriformes,Thamnophilidae (Typical Antbirds),Willisornis_poecilinotus
Xingu Scale-backed Antbird,Willisornis vidua,Passeriformes,Thamnophilidae (Typical Antbirds),NA
Black-spotted Bare-eye,Phlegopsis nigromaculata,Passeriformes,Thamnophilidae (Typical Antbirds),Phlegopsis_nigromaculata
Reddish-winged Bare-eye,Phlegopsis erythroptera,Passeriformes,Thamnophilidae (Typical Antbirds),Phlegopsis_erythroptera
Pale-faced Bare-eye,Phlegopsis borbae,Passeriformes,Thamnophilidae (Typical Antbirds),Skutchia_borbae
Ocellated Antbird,Phaenostictus mcleannani,Passeriformes,Thamnophilidae (Typical Antbirds),Phaenostictus_mcleannani
Collared Crescentchest,Melanopareia torquata,Passeriformes,Melanopareiidae (Crescentchests),Melanopareia_torquata
Olive-crowned Crescentchest,Melanopareia maximiliani,Passeriformes,Melanopareiidae (Crescentchests),Melanopareia_maximiliani
Marañon Crescentchest,Melanopareia maranonica,Passeriformes,Melanopareiidae (Crescentchests),Melanopareia_maranonica
Elegant Crescentchest,Melanopareia elegans,Passeriformes,Melanopareiidae (Crescentchests),Melanopareia_elegans
Black-crowned Antpitta,Pittasoma michleri,Passeriformes,Conopophagidae (Gnateaters),Pittasoma_michleri
Rufous-crowned Antpitta,Pittasoma rufopileatum,Passeriformes,Conopophagidae (Gnateaters),Pittasoma_rufopileatum
Black-bellied Gnateater,Conopophaga melanogaster,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_melanogaster
Black-cheeked Gnateater,Conopophaga melanops,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_melanops
Chestnut-belted Gnateater,Conopophaga aurita,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_aurita
Ash-throated Gnateater,Conopophaga peruviana,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_peruviana
Ceara Gnateater,Conopophaga cearae,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_cearae
Hooded Gnateater,Conopophaga roberti,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_roberti
Rufous Gnateater,Conopophaga lineata,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_lineata
Chestnut-crowned Gnateater,Conopophaga castaneiceps,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_castaneiceps
Slaty Gnateater,Conopophaga ardesiaca,Passeriformes,Conopophagidae (Gnateaters),Conopophaga_ardesiaca
Undulated Antpitta,Grallaria squamigera,Passeriformes,Grallariidae (Antpittas),Grallaria_squamigera
Giant Antpitta,Grallaria gigantea,Passeriformes,Grallariidae (Antpittas),Grallaria_gigantea
Great Antpitta,Grallaria excelsa,Passeriformes,Grallariidae (Antpittas),Grallaria_excelsa
Variegated Antpitta,Grallaria varia,Passeriformes,Grallariidae (Antpittas),Grallaria_varia
Moustached Antpitta,Grallaria alleni,Passeriformes,Grallariidae (Antpittas),Grallaria_alleni
Scaled Antpitta,Grallaria guatimalensis,Passeriformes,Grallariidae (Antpittas),Grallaria_guatimalensis
Tachira Antpitta,Grallaria chthonia,Passeriformes,Grallariidae (Antpittas),Grallaria_chthonia
Plain-backed Antpitta,Grallaria haplonota,Passeriformes,Grallariidae (Antpittas),Grallaria_haplonota
Ochre-striped Antpitta,Grallaria dignissima,Passeriformes,Grallariidae (Antpittas),Grallaria_dignissima
Elusive Antpitta,Grallaria eludens,Passeriformes,Grallariidae (Antpittas),Grallaria_eludens
Chestnut-crowned Antpitta,Grallaria ruficapilla,Passeriformes,Grallariidae (Antpittas),Grallaria_ruficapilla
Watkins's Antpitta,Grallaria watkinsi,Passeriformes,Grallariidae (Antpittas),Grallaria_watkinsi
Santa Marta Antpitta,Grallaria bangsi,Passeriformes,Grallariidae (Antpittas),Grallaria_bangsi
Cundinamarca Antpitta,Grallaria kaestneri,Passeriformes,Grallariidae (Antpittas),Grallaria_kaestneri
Stripe-headed Antpitta,Grallaria andicolus,Passeriformes,Grallariidae (Antpittas),Grallaria_andicolus
Gray-naped Antpitta,Grallaria griseonucha,Passeriformes,Grallariidae (Antpittas),Grallaria_griseonucha
Bicolored Antpitta,Grallaria rufocinerea,Passeriformes,Grallariidae (Antpittas),Grallaria_rufocinerea
Jocotoco Antpitta,Grallaria ridgelyi,Passeriformes,Grallariidae (Antpittas),Grallaria_ridgelyi
